# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084823_sorted.bam" "SRR13084834_sorted.bam" "SRR13084828_sorted.bam" "SRR13084824_sorted.bam" "SRR13084817_sorted.bam" "SRR13084830_sorted.bam" "SRR13084837_sorted.bam" "SRR13084827_sorted.bam" "SRR13084821_sorted.bam" "SRR13084833_sorted.bam" "SRR13084822_sorted.bam" "SRR13084820_sorted.bam" "SRR13084838_sorted.bam" "SRR13084835_sorted.bam" "SRR13084818_sorted.bam" "SRR13084825_sorted.bam" "SRR13084839_sorted.bam" "SRR13084831_sorted.bam" "SRR13084832_sorted.bam" "SRR13084819_sorted.bam" "SRR13084840_sorted.bam" "SRR13084836_sorted.bam" "SRR13084826_sorted.bam" "SRR13084829_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084823_sorted.bam	SRR13084834_sorted.bam	SRR13084828_sorted.bam	SRR13084824_sorted.bam	SRR13084817_sorted.bam	SRR13084830_sorted.bam	SRR13084837_sorted.bam	SRR13084827_sorted.bam	SRR13084821_sorted.bam	SRR13084833_sorted.bam	SRR13084822_sorted.bam	SRR13084820_sorted.bam	SRR13084838_sorted.bam	SRR13084835_sorted.bam	SRR13084818_sorted.bam	SRR13084825_sorted.bam	SRR13084839_sorted.bam	SRR13084831_sorted.bam	SRR13084832_sorted.bam	SRR13084819_sorted.bam	SRR13084840_sorted.bam	SRR13084836_sorted.bam	SRR13084826_sorted.bam	SRR13084829_sorted.bam
gene-b0146	U00096.3	160782	161486	-	705	2326	617	583	1250	1576	1045	994	314	549	465	455	411	898	1882	1527	874	591	1140	740	573	925	1383	766	1648
gene-b0147	U00096.3	161501	162031	-	531	366	76	86	233	321	210	219	85	156	97	87	138	204	319	335	192	108	221	198	136	130	244	228	319
gene-b0148	U00096.3	162105	164534	+	2430	3454	987	717	2808	3212	2348	3357	982	1546	1235	714	1529	2067	3461	3489	2470	1345	2554	1963	1863	1239	2507	2672	3399
gene-b0149	U00096.3	164730	167264	+	2535	5921	1278	993	4937	5503	4167	5283	1210	1907	1441	957	2423	3277	4770	6120	4547	1662	4683	3155	3195	1671	4089	4407	5726
gene-b0150	U00096.3	167484	169727	+	2244	19671	408	351	10323	16347	7552	668	243	433	362	284	370	712	1986	12660	1310	349	2255	717	1251	409	1984	631	9670
gene-b0151	U00096.3	169778	170575	+	798	3291	83	84	2817	3144	1593	271	77	122	104	80	116	138	460	3259	760	84	962	163	654	125	470	186	1978
gene-b0152	U00096.3	170575	171465	+	891	2933	84	73	2436	2742	1439	288	65	115	94	52	81	139	403	2838	1015	76	1119	169	890	104	416	165	1698
gene-b0153	U00096.3	171462	173444	+	1983	4711	165	187	4551	4888	2289	994	210	331	232	148	359	519	862	5231	3040	242	2658	527	2464	286	814	624	2774
gene-b0154	U00096.3	173602	174882	-	1281	11545	3472	2908	8023	10983	5746	7369	3811	6102	4616	2775	4286	5892	10191	8945	6120	5389	6006	5262	4321	4357	5687	7476	9943
gene-b4765	U00096.3	175048	175095	+	48	272	102	93	144	200	188	151	44	57	51	52	52	246	241	151	96	67	108	229	81	113	280	123	157
gene-b0155	U00096.3	175107	176528	+	1422	2553	641	559	1903	2273	1261	1459	437	618	502	467	670	1193	2070	2112	1207	683	1120	1058	905	958	1768	1240	1770
gene-b4728	U00096.3	176552	176617	+	66	1538	385	292	1060	1373	939	987	291	410	389	249	358	1294	1256	1233	788	477	724	1025	524	481	1516	612	1116
gene-b0156	U00096.3	176610	176954	+	345	4325	871	765	3391	4120	2179	2315	858	1401	1060	704	1109	2494	3015	4027	2257	1233	2059	2124	1619	1390	2809	1803	3046
gene-b0157	U00096.3	177001	177624	-	624	663	136	132	575	710	425	519	167	279	182	116	274	430	550	615	438	217	447	428	356	173	461	499	512
gene-b0158	U00096.3	177662	178462	-	801	584	119	146	445	553	336	334	160	296	195	118	240	434	436	626	411	197	335	398	267	269	494	399	394
gene-b0159	U00096.3	178455	179153	-	699	5229	1005	1191	3729	4465	2553	2941	1593	2271	1335	1012	1922	2688	3984	4382	3147	1891	2595	2354	2207	1806	3286	3212	3499
gene-b0160	U00096.3	179237	180754	+	1518	1369	419	392	590	1013	536	414	245	467	313	340	275	445	1014	785	353	392	354	411	251	588	625	437	1022
gene-b0161	U00096.3	180884	182308	+	1425	7824	1699	1190	5598	6124	2822	2811	1028	1631	1499	1172	1747	1897	4450	6095	4134	1674	2619	1767	2496	2344	2838	3430	4625
gene-b0162	U00096.3	182463	183620	+	1158	280	84	86	254	236	152	191	68	113	91	62	106	166	248	317	208	94	157	164	122	147	206	241	205
gene-b0163	U00096.3	183709	184095	-	387	2369	807	729	859	1547	941	714	359	605	465	612	251	661	1787	1223	536	582	526	651	389	892	1391	525	1718
gene-b0164	U00096.3	184257	185069	-	813	254	78	83	109	170	107	80	60	86	66	77	53	115	188	147	78	79	52	95	65	118	114	88	193
gene-b0166	U00096.3	185123	185947	-	825	23834	5468	3949	13965	19713	11261	11748	3165	4919	4128	3774	4304	6049	20201	16121	9281	4952	10036	5717	6906	5827	11264	7790	20120
gene-b0167	U00096.3	185978	188650	-	2673	3558	685	652	2381	3060	1483	1106	624	943	801	559	544	700	2432	2810	1587	825	1324	866	884	1037	1506	804	2321
gene-b0168	U00096.3	188712	189506	-	795	10379	1674	1226	7074	8320	6523	4474	1108	1648	1649	1187	2021	2734	6503	9192	5200	1490	6233	3836	4215	1835	5292	3426	8395
gene-b4414	U00096.3	189712	189847	+	136	21781	5272	5011	15484	18487	24108	25964	9213	13544	9599	4729	13623	35893	22087	22446	17362	10701	20707	32835	14183	6629	32540	25483	21973
gene-b0169	U00096.3	189874	190599	+	726	89090	21000	17996	62360	69117	73236	96425	40446	62653	43878	17731	57636	87992	82973	99791	77690	48375	87297	80029	57112	30387	69707	102536	90445
gene-b0170	U00096.3	190857	191708	+	852	77627	17639	12695	46382	60511	64743	91030	30858	45683	32784	12886	49301	64544	71827	83247	67434	38103	79202	59928	50491	18477	52432	86417	83505
gene-b0171	U00096.3	191855	192580	+	726	11745	4336	3126	7446	9768	9445	13297	7354	11527	7869	3114	7409	9844	11114	12949	10033	8869	11065	10096	7192	4581	8040	13297	13590
gene-b0172	U00096.3	192872	193429	+	558	28059	9585	6284	14495	20398	20402	23382	9987	16122	12717	6738	12362	17424	25663	24848	17791	13545	22224	16469	13727	9291	18164	21853	29146
gene-b0173	U00096.3	193521	194717	+	1197	1614	313	291	1512	1520	1605	1939	298	380	310	245	515	896	1226	1917	1469	309	1504	900	1302	485	1568	1180	1269
gene-b4809	U00096.3	194784	194844	+	61	551	146	126	498	643	776	537	151	217	159	113	286	945	432	611	439	162	498	922	384	170	1023	476	496
gene-b0174	U00096.3	194903	195664	+	762	7991	1859	1302	7860	7910	7298	8569	2166	3424	2670	1269	3970	6111	7243	9185	6727	2748	7441	5914	5403	2359	7178	7293	7762
gene-b0175	U00096.3	195677	196534	+	858	5688	1185	1047	5825	6016	4949	5453	1554	2464	1782	922	2952	4192	4646	6972	5123	1924	5661	3999	3667	1847	4667	5045	5435
gene-b0176	U00096.3	196546	197898	+	1353	15452	3525	2434	13730	14152	11582	13890	3296	5243	4443	2334	6325	9864	12443	15536	11113	4770	11754	9292	8350	4432	11140	12180	13497
gene-b0177	U00096.3	197928	200360	+	2433	27484	5679	4299	23692	22897	19102	19240	5846	8832	7373	4061	10500	14860	20477	28926	20080	7927	19516	14617	12621	8572	17656	19496	23739
gene-b0178	U00096.3	200482	200967	+	486	26475	6368	4847	19495	23094	15530	18396	5769	8345	6687	4857	8077	11359	20454	22818	17106	7405	16516	10938	11198	8638	14451	16843	23245
gene-b0179	U00096.3	200971	201996	+	1026	24698	4922	3588	20717	22108	18257	23510	4826	7361	5738	3473	10174	14217	20575	24025	20004	6333	20209	13556	13872	6055	16135	19833	22561
gene-b0180	U00096.3	202101	202556	+	456	14734	3092	2329	13500	14405	12942	18331	3181	4989	3587	2209	7447	11197	13303	16311	13763	4004	14783	10396	9883	3368	11553	14375	15042
gene-b0181	U00096.3	202560	203348	+	789	23952	4950	3663	20686	22861	19456	28270	5579	8602	6229	3557	12796	17226	20817	25692	22177	7022	24442	15877	16596	5472	16457	24596	23956
gene-b0182	U00096.3	203348	204496	+	1149	7836	1679	1270	7175	7962	7407	9461	1560	2648	2102	1151	3463	6610	6916	9031	7258	2246	8291	6185	5371	1990	7357	6768	7798
gene-b0183	U00096.3	204493	205089	+	597	1351	236	174	1316	1423	1086	1573	282	417	316	192	578	806	1039	1594	1360	338	1346	755	1065	377	981	1147	1190
gene-b0184	U00096.3	205126	208608	+	3483	15676	3420	2486	13186	15246	11296	17331	3142	4867	3606	2596	7909	10832	14410	16001	12911	3957	14352	9862	9768	3842	11568	14972	15487
gene-b0185	U00096.3	208621	209580	+	960	16875	3665	2671	12669	15471	10211	12869	3719	5527	4025	2658	7240	8968	14798	15580	10368	4616	11018	8353	7737	4126	9590	13823	16053
gene-b0186	U00096.3	209679	211820	+	2142	2052	430	437	1565	1721	1060	1090	264	390	255	380	470	660	1688	1874	1137	324	969	629	676	787	1221	829	1456
gene-b0187	U00096.3	211877	212266	+	390	848	163	163	529	646	378	390	149	188	147	150	200	323	630	629	385	171	308	274	271	275	498	321	558
gene-b0188	U00096.3	212331	213629	+	1299	1465	247	245	1085	1243	723	858	265	444	321	214	434	609	1221	1170	797	361	756	542	637	492	706	805	1177
gene-b0189	U00096.3	213678	213932	-	255	1786	674	596	782	1448	721	573	330	542	453	521	296	534	1462	890	393	492	440	557	322	700	833	461	1213
gene-b4406	U00096.3	213925	214125	-	201	2094	854	750	874	1778	883	664	406	610	518	631	315	765	1686	1011	424	570	497	826	377	912	1256	545	1611
gene-b0190	U00096.3	214291	214836	+	546	1840	467	341	1329	1572	1067	1271	460	626	479	349	653	993	1713	1567	1043	586	1126	934	835	610	1213	1062	1501
gene-b0191	U00096.3	214833	215255	+	423	1406	478	308	1069	1257	853	1136	313	449	350	319	424	629	1345	1277	822	413	883	661	625	469	988	810	1306
gene-b0192	U00096.3	215269	215979	+	711	2001	572	442	1554	1779	1236	1571	414	607	504	440	617	892	1854	1932	1101	599	1122	901	878	663	1451	1070	1726
gene-b0193	U00096.3	216179	217003	-	825	258	72	77	180	200	159	141	73	98	65	36	92	234	167	206	116	69	126	215	103	84	287	151	152
gene-b0194	U00096.3	217057	218775	-	1719	37942	7497	5289	28825	35257	24378	34504	9067	14214	9944	5647	16113	20239	35092	35301	26779	11515	28247	18091	20013	8068	22666	28673	36734
gene-b0195	U00096.3	218887	219594	-	708	677	100	123	664	616	481	490	149	185	143	109	179	335	450	767	568	175	419	313	373	224	533	482	457
gene-b0196	U00096.3	219591	219995	-	405	427	67	71	389	398	290	262	91	121	104	66	147	196	339	431	322	100	243	185	200	129	339	243	295
gene-b0197	U00096.3	220113	220928	-	816	13212	2973	2448	7866	10228	8775	11038	2861	4063	2925	2239	4400	6651	12594	11815	7869	3782	8012	5261	5648	3216	9338	7977	13360
gene-b0198	U00096.3	220968	221621	-	654	3301	590	481	2416	3312	2186	2842	578	837	608	458	1216	2175	3292	3056	2161	753	2006	1618	1367	655	2715	2504	3741
gene-b0199	U00096.3	221614	222645	-	1032	3047	321	297	2061	2890	1338	1974	473	726	496	287	1130	1584	2585	2407	1820	554	1727	1241	1210	499	1669	2227	2846
gene-b0200	U00096.3	222833	223408	+	576	2580	698	527	1731	2188	1821	2196	481	765	571	480	763	1388	2503	2246	1498	720	1484	1315	1147	760	1902	1573	2330
gene-b0201	U00096.3	223771	225312	+	1542	202189	100161	77828	119423	151932	228191	248842	54038	77455	74201	83969	52886	152114	179892	96280	135619	89089	152694	146259	159648	112009	210431	181542	201516
gene-b0202	U00096.3	225381	225457	+	77	16381	3842	2500	16929	15242	24327	19768	3816	5909	3956	2520	8466	23504	12737	22416	13895	4931	15693	24977	12229	3389	38748	15532	13825
gene-b0203	U00096.3	225500	225575	+	76	27343	4364	5044	16890	22876	24668	23140	4727	9009	4455	2370	14651	19240	17124	21366	11764	6055	14028	24825	15481	7451	33231	15509	11995
gene-b0204	U00096.3	225759	228662	+	2904	314029	121873	102973	170365	251619	306853	325321	67539	89730	91579	107513	71705	179078	215474	130171	218471	128425	236965	205993	348857	174241	243686	221362	280833
gene-b0205	U00096.3	228756	228875	+	120	5459	1881	2439	2998	4485	3441	2390	1915	2140	1287	1846	2304	4445	3126	3080	3852	2185	2995	7246	1833	2120	5804	4070	2673
gene-b0206	U00096.3	228928	229004	+	77	38767	5597	2854	14586	19474	16171	11112	7008	6893	3306	3716	57000	15401	8693	19275	16099	5660	24544	15393	17267	8159	12884	15242	12079
gene-b0207	U00096.3	229167	229970	+	804	302	72	74	221	229	189	237	64	95	102	58	123	191	247	296	200	90	179	171	131	110	295	181	239
gene-b0208	U00096.3	229967	230881	-	915	531	172	184	246	433	208	224	139	201	149	162	128	221	418	301	150	172	162	252	138	274	231	195	421
gene-b0209	U00096.3	231122	231922	+	801	2480	811	656	985	2080	703	808	457	664	478	642	363	676	2088	1012	541	731	589	572	387	1063	815	674	1854
gene-b0210	U00096.3	231926	232549	+	624	646	193	167	439	550	342	283	90	168	134	129	155	268	557	449	256	147	255	260	159	251	421	273	452
gene-b0211	U00096.3	232597	233955	-	1359	10642	2354	1758	8029	7573	10054	11194	2964	4771	3693	1670	5159	8027	9731	11878	8861	3945	10111	7328	6566	2717	8890	9390	10852
gene-b0212	U00096.3	234027	234782	-	756	885	229	214	442	619	587	763	178	221	198	169	256	602	783	744	543	211	572	585	355	263	779	480	742
gene-b4815	U00096.3	234288	234320	+	33	113	26	32	41	89	73	91	27	22	17	13	29	65	94	91	62	27	59	59	35	33	85	51	101
gene-b0213	U00096.3	234816	235538	+	723	1178	324	269	731	921	692	869	256	411	313	234	375	711	986	937	649	366	699	618	476	382	855	677	928
gene-b0214	U00096.3	235535	236002	-	468	1575	359	270	1147	1226	1053	1445	313	489	341	274	596	991	1442	1455	975	400	1073	882	865	401	1234	1130	1362
gene-b0215	U00096.3	236067	236798	+	732	2221	552	423	1328	1567	1301	1711	432	635	536	377	679	1015	2007	1804	4664	529	1370	963	937	571	1347	1210	2070
gene-b0216	U00096.3	236931	237007	+	77	38502	7765	4552	21789	27628	26581	16301	10651	11049	5282	5563	76880	25481	13909	31035	23261	8784	34217	25911	26553	11327	19892	25567	18117
gene-b0217	U00096.3	237335	238120	+	786	91	25	33	111	80	202	217	26	31	36	13	60	94	72	289	169	24	158	79	123	49	251	85	67
gene-b4586	U00096.3	238257	238736	-	480	17	10	10	16	10	33	33	4	4	6	3	4	32	17	25	7	1	12	28	15	8	48	14	10
gene-b0219	U00096.3	239419	240189	-	771	1619	416	346	784	1545	585	511	290	420	306	335	284	448	1346	875	424	407	447	426	360	543	631	484	1101
gene-b0220	U00096.3	240343	240816	+	474	3721	787	645	1928	2755	1840	1867	516	842	713	575	696	1510	2863	2352	1310	797	1443	1581	1230	1005	2550	1292	2700
gene-b0221	U00096.3	240859	243303	-	2445	980	271	304	768	887	488	642	204	331	264	228	240	317	772	904	622	282	488	283	381	583	517	370	683
gene-b0222	U00096.3	243543	244121	+	579	7006	1760	1606	4380	6459	3461	3846	1627	2456	1774	1417	1959	3181	6059	5100	3112	2197	3268	2957	2431	2031	3823	3519	5577
gene-b0223	U00096.3	244327	245094	+	768	3762	754	691	2839	3004	1876	2083	790	1077	853	636	1131	1644	3409	3107	2051	1106	1892	1275	1305	1085	2198	1925	2989
gene-b0224	U00096.3	245065	245805	-	741	5526	818	728	4511	4479	3899	4167	820	1157	830	673	1602	2606	4389	5128	3541	1007	3505	2297	2698	1178	4363	2944	4094
gene-b0225	U00096.3	245961	246239	-	279	397	112	125	257	315	347	316	107	152	127	74	134	466	397	460	227	136	256	420	191	122	530	275	366
gene-b0226	U00096.3	246242	246502	-	261	765	202	207	385	597	569	501	208	286	218	171	306	757	631	719	411	298	425	725	376	288	893	518	607
gene-b0227	U00096.3	246712	247461	+	750	132	51	52	65	81	61	61	21	36	43	24	30	49	95	81	48	31	44	65	30	69	93	44	77
gene-b0228	U00096.3	247637	248134	+	498	134	27	33	62	110	36	37	28	36	25	24	16	48	91	64	37	34	28	53	32	48	60	27	76
gene-b0231	U00096.3	250898	251953	+	1056	502	219	130	262	387	374	441	156	262	283	121	196	502	777	328	162	306	419	558	131	351	535	313	782
gene-b0232	U00096.3	252005	252298	+	294	107	34	36	52	70	70	70	31	45	47	20	28	85	119	84	51	38	67	82	29	55	103	55	114
gene-b0233	U00096.3	252301	252699	+	399	90	24	35	41	67	64	61	21	30	37	23	21	64	99	75	48	26	51	68	17	42	105	36	87
gene-b0234	U00096.3	252709	253161	+	453	64	15	26	34	40	43	38	16	17	18	10	17	50	55	57	37	19	28	58	18	43	81	30	59
gene-b0237	U00096.3	254259	255716	-	1458	11884	2320	1856	7314	10597	6153	6100	1721	2529	1944	2050	2281	3161	8705	8212	5004	2342	4973	3121	3947	4037	5160	4401	9331
gene-b0238	U00096.3	255977	256435	+	459	3891	663	640	4774	4817	3727	6198	1445	2134	1328	633	2566	3433	3049	6033	6442	1518	3982	3462	3595	1070	4376	4471	3256
gene-b0239	U00096.3	256527	257771	+	1245	1362	307	300	1192	1216	1006	1140	338	513	396	283	484	740	1090	1537	1123	433	1007	720	759	529	984	969	1199
gene-b4710	U00096.3	257923	258426	-	504	375	47	69	335	251	224	265	59	87	76	47	123	174	241	419	303	72	252	166	229	124	271	189	247
gene-b4709	U00096.3	258345	258620	-	276	173	35	48	192	101	161	162	35	37	41	24	68	136	117	244	159	31	144	100	112	63	173	128	97
gene-b0241	U00096.3	259045	260100	-	1056	569	168	162	196	432	269	215	101	163	133	116	78	317	543	304	110	135	166	243	121	190	366	172	487
gene-b0242	U00096.3	260388	261491	+	1104	8887	2009	1378	5826	7893	4384	4921	1416	2219	1917	1301	1981	3020	8184	6764	3884	2291	4245	2692	2819	2269	4234	3645	7829
gene-b0243	U00096.3	261503	262756	+	1254	8341	1796	1338	6025	6824	4435	4597	1364	2091	1690	1255	1911	2760	7652	6929	3894	2084	3862	2395	2590	2156	4314	3400	7165
gene-b0244	U00096.3	262871	262946	+	76	1603	490	363	856	1070	1192	869	343	536	274	329	1827	1458	878	1247	742	381	1118	1677	712	490	1831	870	910
gene-b0245	U00096.3	263328	263669	-	342	89	29	38	131	105	92	146	30	57	52	34	55	124	76	177	119	48	99	90	69	66	133	155	75
gene-b0246	U00096.3	263690	264007	-	318	65	34	30	106	104	72	112	22	58	32	31	63	77	64	170	115	31	93	61	88	79	94	118	70
gene-b4504	U00096.3	264026	264247	-	222	32	11	15	35	28	31	35	14	21	21	12	14	19	20	49	28	16	29	14	25	35	34	22	26
gene-b0247	U00096.3	264256	264732	-	477	65	25	38	56	44	49	76	23	50	39	23	29	46	49	80	66	35	66	47	45	56	59	57	53
gene-b0248	U00096.3	264748	265206	-	459	163	72	58	101	150	90	96	44	106	56	57	81	125	119	151	93	91	91	97	81	112	107	126	100
gene-b0249	U00096.3	265304	265543	-	240	79	29	28	38	62	28	36	24	36	21	24	25	32	27	68	40	24	28	31	25	62	20	44	29
gene-b0250	U00096.3	265620	266087	-	468	335	96	103	176	261	161	134	63	107	80	78	68	132	295	233	122	102	126	132	101	141	221	125	212
gene-b0251	U00096.3	266110	266553	-	444	69	22	32	29	38	29	18	17	28	34	19	16	21	50	54	32	20	27	32	14	41	48	24	42
gene-b0252	U00096.3	267184	268005	-	822	95	25	43	65	49	40	65	24	47	40	19	38	48	72	90	38	16	29	55	36	59	62	70	78
gene-b0253	U00096.3	268097	268960	-	864	382	88	74	294	337	285	303	54	103	79	60	114	164	284	383	258	83	230	168	184	145	280	210	284
gene-b0254	U00096.3	269289	270182	-	894	97	28	41	80	60	62	75	19	55	43	21	30	59	75	104	57	28	46	65	33	70	77	44	67
gene-b0256	U00096.3	270603	271754	+	1152	444	142	124	189	316	234	225	70	138	93	85	68	201	383	302	134	99	171	197	128	160	372	187	348
gene-b4690	U00096.3	272580	272654	+	75	158	45	37	147	112	114	131	31	47	27	31	34	50	165	159	86	39	85	45	55	46	114	58	133
gene-b0258	U00096.3	272847	273992	+	1146	811	213	151	687	614	574	554	125	216	160	137	175	293	770	791	450	221	409	293	322	289	614	385	657
gene-b0259	U00096.3	274101	275081	-	981	1523	315	305	833	1053	630	743	382	562	398	255	490	700	1174	1147	696	446	652	613	445	617	770	846	1084
gene-b0260	U00096.3	275325	276728	+	1404	534	107	114	333	555	195	241	87	133	116	78	95	184	431	386	182	120	148	169	149	183	256	227	381
gene-b0261	U00096.3	276715	277647	+	933	927	191	200	557	771	329	381	171	257	205	157	184	276	763	602	286	253	280	258	234	326	395	362	745
gene-b0262	U00096.3	277756	278802	-	1047	171	37	49	139	120	103	130	24	50	45	33	49	91	126	206	135	42	140	91	91	116	124	91	119
gene-b0264	U00096.3	279178	279681	-	504	427	73	88	449	392	270	336	80	103	88	55	147	191	330	458	342	87	320	180	230	137	344	250	310
gene-b0265	U00096.3	279600	279875	-	276	252	50	46	256	180	145	226	36	54	52	32	89	157	158	289	203	56	180	122	159	93	284	162	161
gene-b0266	U00096.3	280385	280735	-	351	212	31	47	98	179	77	83	41	58	41	33	45	90	129	115	69	38	61	94	44	69	115	99	122
gene-b0267	U00096.3	280829	281983	-	1155	88	11	45	31	30	14	17	25	20	21	9	16	20	45	63	22	13	15	46	14	106	31	12	33
gene-b0268	U00096.3	282278	283186	+	909	127	34	53	79	83	42	64	34	43	38	30	48	74	100	100	56	39	47	50	35	84	84	98	81
gene-b0269	U00096.3	283201	285168	+	1968	393	101	100	266	306	158	220	117	179	127	75	120	179	336	355	194	145	165	142	126	213	185	223	273
gene-b0270	U00096.3	285395	286777	+	1383	108	20	56	49	64	34	48	28	37	44	22	33	48	77	103	53	29	42	62	16	126	52	32	57
gene-b0271	U00096.3	286789	288399	+	1611	250	52	53	145	150	87	112	52	95	61	36	75	95	177	212	135	58	110	83	61	125	104	111	166
gene-b0272	U00096.3	288404	289162	-	759	889	178	155	436	737	381	449	160	286	193	113	255	432	736	571	363	235	397	408	290	246	510	453	667
gene-b0273	U00096.3	289301	290305	-	1005	734	127	111	470	642	285	392	162	231	144	102	238	305	550	591	399	178	330	298	249	215	352	428	536
gene-b4766	U00096.3	290275	290370	-	96	42	10	7	24	32	32	26	10	10	11	11	11	47	35	30	23	5	22	29	15	15	43	23	38
gene-b4688	U00096.3	290510	290638	+	129	69	27	41	35	75	46	41	21	34	22	19	22	63	54	56	40	23	33	96	18	24	88	47	71
gene-b0274	U00096.3	290649	291152	-	504	448	71	107	403	361	265	338	74	144	103	62	151	216	299	526	346	89	309	210	220	159	363	269	345
gene-b0275	U00096.3	291071	291346	-	276	252	49	47	248	200	165	214	41	67	49	31	98	159	195	316	224	51	185	132	177	74	293	178	155
gene-b0276	U00096.3	291500	292231	+	732	370	108	125	172	265	237	215	82	165	94	98	128	295	290	245	144	131	154	276	133	151	327	217	273
gene-b0277	U00096.3	292322	292948	-	627	178	64	50	96	139	108	117	40	71	45	42	48	117	133	123	85	66	112	115	69	73	143	73	159
gene-b0278	U00096.3	293220	293918	-	699	95	65	37	36	65	115	102	29	43	45	19	40	131	108	103	55	44	72	110	52	52	140	69	114
gene-b0279	U00096.3	293945	294799	-	855	35	18	18	17	26	32	26	8	14	12	4	10	49	24	29	24	8	13	41	10	32	67	20	29
gene-b4729	U00096.3	294918	295142	-	225	7	3	11	3	8	14	11	4	3	4	1	0	17	2	9	5	4	5	12	0	7	10	4	6
gene-b0280	U00096.3	295139	295579	-	441	534	127	130	168	400	273	205	97	128	91	125	112	325	395	247	163	135	162	353	129	177	375	205	329
gene-b0281	U00096.3	295696	297096	-	1401	679	214	197	349	543	410	353	164	254	229	185	218	564	583	511	266	243	308	531	223	314	667	307	504
gene-b0282	U00096.3	297381	297791	-	411	62	14	30	37	35	22	28	10	24	14	16	22	33	47	42	23	18	23	20	16	47	28	30	27
gene-b0283	U00096.3	297770	298726	-	957	122	23	52	63	89	58	56	20	47	25	23	38	39	84	101	42	28	48	37	31	111	65	43	66
gene-b0284	U00096.3	298736	300934	-	2199	220	35	81	87	104	58	66	40	84	50	22	55	62	128	158	61	33	60	56	37	178	80	63	125
gene-b0285	U00096.3	300931	301887	-	957	134	33	44	82	91	51	38	19	55	28	20	30	37	98	126	42	23	45	50	35	104	92	36	81
gene-b0286	U00096.3	301884	302573	-	690	87	26	34	56	49	29	45	10	24	18	23	28	36	77	84	48	13	38	36	21	69	49	48	76
gene-b0287	U00096.3	302991	303605	+	615	2966	504	592	1767	2902	1397	1141	419	578	460	503	511	827	1672	2102	1090	482	1055	1031	957	955	1481	1087	1941
gene-b0288	U00096.3	303853	304182	-	330	192	62	74	159	181	112	113	52	75	50	51	58	102	149	187	85	67	88	104	61	82	162	87	164
gene-b0289	U00096.3	304495	305205	-	711	192	57	53	94	148	89	100	36	73	60	43	46	71	122	131	70	44	68	75	57	90	111	82	127
gene-b0290	U00096.3	305174	306817	-	1644	359	84	118	195	243	154	179	60	105	94	60	101	158	242	262	161	70	140	134	108	165	214	164	221
gene-b0291	U00096.3	306807	309332	-	2526	243	62	91	127	140	122	141	43	113	80	49	72	114	147	203	115	63	74	109	68	156	151	82	138
gene-b0292	U00096.3	309358	310026	-	669	55	14	32	16	25	11	23	9	23	21	5	15	20	22	45	12	20	12	19	7	43	26	15	16
gene-b0293	U00096.3	310084	310671	-	588	218	78	79	145	161	120	117	63	111	72	58	89	221	132	181	118	120	127	161	74	150	195	169	161
gene-b0294	U00096.3	310746	311336	-	591	41	23	19	7	26	13	32	12	26	16	8	20	75	32	29	18	23	18	58	13	38	41	42	32
gene-b0295	U00096.3	312112	312339	+	228	65	21	35	56	68	72	58	19	34	24	34	41	98	84	79	57	35	45	117	53	31	133	67	49
gene-b4506	U00096.3	312374	312514	-	141	33	5	15	25	33	23	27	10	15	12	5	6	28	23	39	13	13	15	35	8	11	42	23	28
gene-b0296	U00096.3	312514	312777	-	264	75	11	19	36	50	31	33	17	24	15	11	11	29	42	50	27	17	33	44	21	15	52	26	45
gene-b4671	U00096.3	313141	313242	-	102	4	3	3	0	4	1	0	1	0	2	0	0	3	1	3	0	2	0	1	0	1	10	0	0
gene-b0298	U00096.3	315291	315590	+	300	64	22	27	44	40	19	37	17	24	17	15	24	44	45	66	31	16	30	35	18	59	48	28	29
gene-b0299	U00096.3	315587	316453	+	867	307	65	91	160	250	156	178	70	97	89	53	76	153	231	270	137	87	129	166	112	202	225	139	220
gene-b0301	U00096.3	317726	318319	-	594	42	11	25	17	31	24	34	8	18	13	4	21	31	26	49	20	8	27	29	22	36	34	18	35
gene-b0303	U00096.3	318331	318567	-	237	18	4	0	10	12	10	16	3	8	8	1	3	14	13	16	8	6	17	16	8	7	20	10	13
gene-b0304	U00096.3	318676	320001	-	1326	309	53	78	149	226	145	154	41	58	50	36	55	94	249	237	147	40	126	104	93	111	204	116	196
gene-b0305	U00096.3	320227	321081	+	855	107	26	34	51	65	40	57	20	34	24	29	31	52	69	70	30	25	29	58	37	62	73	28	73
gene-b0306	U00096.3	321608	322327	+	720	82	19	39	29	62	36	52	14	21	17	19	22	46	72	67	36	25	31	34	28	47	77	29	61
gene-b0307	U00096.3	322338	323765	+	1428	320	63	87	196	270	129	185	53	87	73	65	87	104	264	258	162	67	114	100	98	183	195	109	215
gene-b0308	U00096.3	323758	324453	+	696	141	27	50	87	109	70	91	32	44	42	28	46	62	84	127	68	35	57	63	50	89	72	70	89
