# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-NWMN_RS00885	NC_009641.1	205885	208134	+	2250	16809	1453	12108	7129	9745	5016	2083	4701	4506	3163	1460	12106	6658	9109	9200	16930	2752	6423	649	3742	1811
gene-NWMN_RS00890	NC_009641.1	208157	208912	+	756	6477	685	5323	2333	3305	1768	640	1573	2025	1238	655	4245	2123	3158	2520	5720	1083	4136	291	1168	648
gene-NWMN_RS00900	NC_009641.1	209248	211011	+	1764	380	437	465	257	136	119	33	224	357	265	274	199	67	92	95	123	306	493	324	67	238
gene-NWMN_RS00905	NC_009641.1	211175	211519	-	345	582	1047	736	713	297	300	128	444	494	634	781	420	186	208	286	205	887	782	944	259	655
gene-NWMN_RS00910	NC_009641.1	211709	213619	+	1911	2298	10408	10384	7162	4324	6797	1803	9422	12293	9845	18009	2530	2196	3492	4067	2232	17157	3444	17213	2366	10869
gene-NWMN_RS00915	NC_009641.1	213801	213908	-	108	104	456	326	222	143	192	60	279	469	295	475	93	84	114	162	79	427	141	682	65	314
gene-NWMN_RS00925	NC_009641.1	214222	215406	-	1185	25	36	57	40	26	29	15	54	79	37	30	19	23	22	13	27	47	67	20	14	37
gene-NWMN_RS00930	NC_009641.1	215436	217697	-	2262	18	13	21	19	16	24	5	20	11	10	18	24	4	7	15	16	30	16	18	12	15
gene-NWMN_RS00935	NC_009641.1	217883	219094	-	1212	2	0	4	3	1	1	0	6	2	2	3	3	3	0	2	2	3	3	1	4	3
gene-NWMN_RS00940	NC_009641.1	219206	220711	-	1506	9	12	10	9	6	8	2	7	6	12	11	5	4	2	3	3	9	5	9	2	9
gene-NWMN_RS00945	NC_009641.1	220737	222314	-	1578	6	10	10	13	4	1	2	14	9	12	9	9	4	6	9	3	17	10	15	8	14
gene-NWMN_RS00950	NC_009641.1	222755	223897	+	1143	221	311	188	208	74	85	22	135	181	173	239	114	45	80	93	63	276	151	305	38	211
gene-NWMN_RS00955	NC_009641.1	224211	225686	-	1476	139	91	191	70	58	37	26	77	109	119	72	60	48	52	90	59	123	117	108	38	121
gene-NWMN_RS00960	NC_009641.1	225884	226240	-	357	24	12	40	10	23	9	6	9	23	19	13	13	10	4	9	27	23	45	11	8	14
gene-NWMN_RS00965	NC_009641.1	226397	226570	-	174	187	126	300	39	85	37	21	63	133	73	79	73	37	72	74	113	76	328	64	33	77
gene-NWMN_RS00970	NC_009641.1	226596	227741	-	1146	1003	593	1607	398	583	248	139	451	672	453	445	495	257	416	385	618	464	1697	305	218	425
gene-NWMN_RS00975	NC_009641.1	227896	228003	+	108	1	1	1	0	0	2	0	0	3	1	0	2	0	0	3	0	2	4	2	0	6
gene-NWMN_RS00980	NC_009641.1	228314	229267	+	954	23543	7396	30216	10208	7956	2955	2169	8256	12151	8997	4081	11840	7290	3949	13806	11159	5838	32779	1946	5148	7435
gene-NWMN_RS00990	NC_009641.1	229587	231116	-	1530	342	251	296	215	143	125	70	162	157	170	224	166	109	144	169	158	215	373	142	93	170
gene-NWMN_RS00995	NC_009641.1	231478	232413	+	936	153	182	229	129	59	65	21	123	129	152	195	89	56	54	95	76	220	224	140	53	140
gene-NWMN_RS01000	NC_009641.1	232523	232621	+	99	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
gene-NWMN_RS01005	NC_009641.1	232752	234848	+	2097	7	18	16	16	14	14	4	11	9	17	13	9	5	9	6	4	18	10	12	11	14
gene-NWMN_RS01010	NC_009641.1	234833	235300	+	468	1	4	1	4	1	1	3	1	1	3	2	2	1	0	2	2	7	0	5	2	1
gene-NWMN_RS01015	NC_009641.1	235323	235601	+	279	1	1	3	1	2	3	0	0	6	1	1	0	2	0	0	1	1	0	2	1	4
gene-NWMN_RS01020	NC_009641.1	235828	237087	+	1260	8	13	14	4	6	4	5	10	4	4	7	3	3	4	11	2	17	7	8	5	9
gene-NWMN_RS01025	NC_009641.1	237105	238160	+	1056	7	12	13	15	12	11	2	6	7	9	18	8	4	6	6	7	11	8	13	9	15
gene-NWMN_RS01030	NC_009641.1	238162	238308	+	147	3	2	4	3	0	2	0	0	1	3	0	1	2	4	5	1	2	1	9	0	3
gene-NWMN_RS01035	NC_009641.1	238332	239375	+	1044	26	46	34	37	18	14	8	25	25	37	44	29	16	17	24	21	40	38	37	11	38
gene-NWMN_RS01040	NC_009641.1	239903	240619	+	717	122	105	234	123	65	56	18	123	129	139	88	85	54	73	125	95	182	122	131	46	112
gene-NWMN_RS01045	NC_009641.1	240612	241637	+	1026	244	170	403	233	150	102	33	262	215	298	203	154	115	104	262	181	378	218	210	60	198
gene-NWMN_RS01050	NC_009641.1	241659	243353	+	1695	513	406	717	430	250	143	67	385	406	482	390	263	137	195	356	299	562	555	390	94	383
gene-NWMN_RS01055	NC_009641.1	243781	244950	+	1170	163	227	432	153	94	96	33	184	244	303	273	80	70	75	116	85	373	229	264	63	235
gene-NWMN_RS01060	NC_009641.1	245226	245942	+	717	305	496	521	312	180	154	87	365	385	416	490	229	147	155	254	188	573	348	558	103	438
gene-NWMN_RS01065	NC_009641.1	245935	246960	+	1026	650	826	1094	629	378	342	175	734	905	854	999	375	313	303	552	381	1222	690	1031	260	847
gene-NWMN_RS01070	NC_009641.1	246982	248670	+	1689	1033	1467	2111	1036	637	654	287	1296	1606	1559	1748	601	469	532	955	563	2084	1135	1833	419	1561
gene-NWMN_RS01075	NC_009641.1	248703	250427	+	1725	1669	2411	3401	1780	1199	1206	531	2027	2601	2460	2847	1013	755	801	1534	850	3202	2087	3075	788	2395
gene-NWMN_RS01080	NC_009641.1	250567	251241	+	675	324	127	216	141	153	92	38	87	107	98	117	132	52	110	97	180	117	210	121	60	95
gene-NWMN_RS01085	NC_009641.1	251488	253242	+	1755	1054	1013	926	1026	432	318	134	936	705	886	976	627	324	332	550	453	1406	677	1047	252	981
gene-NWMN_RS01090	NC_009641.1	253245	253985	+	741	443	531	452	454	150	128	35	406	346	375	517	218	95	110	184	172	617	334	546	65	448
gene-NWMN_RS01095	NC_009641.1	254098	254541	+	444	897	1770	1097	2012	417	253	142	387	328	810	1366	1519	305	104	860	226	1175	1189	1391	266	646
gene-NWMN_RS01100	NC_009641.1	254534	255235	+	702	5346	6423	6238	7082	4672	3213	1167	2434	3319	3290	5075	5880	1874	1548	3349	2143	3900	7357	5230	2045	2772
gene-NWMN_RS01105	NC_009641.1	255343	256047	-	705	343	1963	1781	572	195	220	79	623	871	612	1331	189	145	135	391	95	1077	2246	1102	163	606
gene-NWMN_RS01110	NC_009641.1	256196	256987	+	792	71	425	350	174	62	85	58	145	142	206	384	90	76	35	143	30	426	272	256	75	182
gene-NWMN_RS01115	NC_009641.1	257003	258439	+	1437	191	892	1033	455	139	190	99	486	449	537	901	141	174	82	335	76	1065	683	662	138	383
gene-NWMN_RS01125	NC_009641.1	258873	259634	-	762	41	172	185	69	21	26	11	70	66	67	138	29	17	11	47	15	119	162	84	17	57
gene-NWMN_RS01130	NC_009641.1	259653	259787	+	135	5	31	22	9	2	3	2	2	16	5	11	3	2	2	5	4	11	17	17	2	9
gene-NWMN_RS01135	NC_009641.1	259885	260799	-	915	207	172	216	139	91	66	40	136	147	138	165	109	74	61	157	119	214	206	180	60	216
gene-NWMN_RS01140	NC_009641.1	260827	261231	-	405	86	79	97	60	29	30	8	46	70	55	53	31	31	21	57	41	81	81	74	20	72
gene-NWMN_RS01145	NC_009641.1	261246	262127	-	882	151	134	185	138	79	71	35	126	107	120	136	104	73	46	129	69	177	181	124	58	201
gene-NWMN_RS01150	NC_009641.1	262359	263357	-	999	187	111	122	108	74	40	22	79	85	97	89	65	43	29	113	51	138	120	66	40	77
gene-NWMN_RS15065	NC_009641.1	263508	263687	+	180	5	4	5	3	3	3	1	2	4	3	5	3	1	3	3	2	5	3	4	3	3
gene-NWMN_RS01160	NC_009641.1	263737	264129	+	393	61	67	36	29	33	34	14	30	39	32	43	24	18	15	33	22	33	34	75	21	35
gene-NWMN_RS01170	NC_009641.1	264802	266178	-	1377	32	97	90	71	46	42	20	49	51	71	100	34	18	19	35	19	103	96	78	27	79
gene-NWMN_RS01175	NC_009641.1	266412	267404	+	993	26	33	31	32	16	31	12	38	25	54	40	21	15	15	23	15	41	29	46	24	52
gene-NWMN_RS01180	NC_009641.1	267730	268680	+	951	159	385	392	430	373	535	195	359	298	454	689	259	233	215	314	161	612	205	472	287	387
gene-NWMN_RS01185	NC_009641.1	268732	269391	-	660	43	48	18	20	20	13	5	5	17	21	21	14	12	14	15	11	33	20	29	12	33
gene-NWMN_RS01190	NC_009641.1	269405	270325	-	921	45	54	32	29	26	25	4	19	19	35	42	16	15	12	26	11	34	36	24	9	32
gene-NWMN_RS01195	NC_009641.1	270322	271488	-	1167	32	36	19	22	18	25	4	18	12	15	23	11	13	9	16	8	33	23	28	8	34
gene-NWMN_RS01205	NC_009641.1	273351	274004	+	654	11	24	11	7	5	4	1	10	17	9	17	2	4	3	6	3	11	17	12	2	8
gene-NWMN_RS01210	NC_009641.1	274038	274625	+	588	29	49	31	17	15	11	1	17	30	21	25	12	9	4	11	5	30	34	37	9	27
gene-NWMN_RS01215	NC_009641.1	274768	275661	-	894	43	47	56	50	16	21	7	61	45	68	46	27	22	9	31	21	63	31	51	17	49
gene-NWMN_RS01220	NC_009641.1	275909	276202	+	294	481	466	400	364	296	248	125	309	319	270	315	288	219	210	267	268	328	435	461	290	298
gene-NWMN_RS01225	NC_009641.1	276286	279315	+	3030	56	47	52	43	31	27	17	64	71	97	52	26	18	25	56	29	60	22	58	30	50
gene-NWMN_RS01230	NC_009641.1	279315	279773	+	459	13	18	11	10	9	5	9	11	11	19	17	5	3	3	8	3	19	11	18	5	13
gene-NWMN_RS01235	NC_009641.1	279745	279987	+	243	8	10	6	6	7	3	1	0	3	9	7	2	0	2	2	0	8	8	6	2	6
gene-NWMN_RS01240	NC_009641.1	280000	281334	+	1335	20	14	14	11	14	9	5	10	8	16	9	6	3	1	18	4	14	5	14	6	13
gene-NWMN_RS01245	NC_009641.1	281356	285795	+	4440	63	36	37	59	33	51	23	60	44	68	52	53	24	24	47	33	90	20	59	28	79
gene-NWMN_RS01250	NC_009641.1	285825	286217	+	393	8	5	5	3	7	7	3	7	1	6	11	1	4	4	7	1	16	1	9	4	10
gene-NWMN_RS01255	NC_009641.1	286233	286547	+	315	4	4	6	7	6	10	2	8	5	11	6	5	6	4	11	4	14	2	5	2	17
gene-NWMN_RS01260	NC_009641.1	286547	287221	+	675	11	7	6	12	19	5	2	8	7	9	11	6	4	5	9	8	33	4	15	5	12
gene-NWMN_RS01265	NC_009641.1	287221	287538	+	318	4	6	7	8	7	1	2	4	4	3	7	1	4	6	11	7	19	3	10	2	6
gene-NWMN_RS01270	NC_009641.1	287548	289392	+	1845	189	324	431	287	183	157	64	315	326	378	484	181	115	139	242	166	529	272	382	84	375
gene-NWMN_RS01275	NC_009641.1	289403	289894	+	492	612	1164	927	459	290	199	93	425	743	614	833	292	185	191	417	213	676	713	1307	152	660
gene-NWMN_RS01280	NC_009641.1	290102	290785	+	684	38	65	44	19	25	15	4	29	31	49	39	15	10	19	17	18	31	32	34	13	50
gene-NWMN_RS01285	NC_009641.1	290932	291543	+	612	38	87	52	24	27	25	6	24	47	49	43	15	11	10	27	13	61	44	51	14	52
gene-NWMN_RS01290	NC_009641.1	291679	291897	+	219	69	119	73	39	29	24	7	45	59	48	51	21	16	18	39	23	64	54	117	19	67
gene-NWMN_RS01295	NC_009641.1	292029	292529	+	501	114	219	166	77	48	29	22	79	184	123	154	52	36	26	71	50	126	140	266	29	128
gene-NWMN_RS01300	NC_009641.1	292540	293040	+	501	22	10	11	5	9	7	4	8	9	12	4	3	6	9	13	10	15	5	9	6	14
gene-NWMN_RS01310	NC_009641.1	293557	294048	+	492	33	73	58	31	14	25	6	29	24	37	37	10	15	5	19	13	50	51	48	12	37
gene-NWMN_RS01315	NC_009641.1	294258	294941	+	684	45	70	46	27	22	22	6	19	45	35	36	25	12	20	24	16	45	46	47	11	20
gene-NWMN_RS01320	NC_009641.1	295527	296027	+	501	20	7	13	7	3	11	1	10	6	10	10	11	2	4	6	4	16	5	21	5	9
gene-NWMN_RS01325	NC_009641.1	296039	296539	+	501	12	17	14	7	14	9	3	10	8	15	20	6	3	3	11	14	23	6	16	4	17
gene-NWMN_RS01330	NC_009641.1	296550	297050	+	501	13	20	16	12	17	9	8	14	13	21	20	6	10	3	9	7	28	6	27	5	20
gene-NWMN_RS01335	NC_009641.1	297061	297561	+	501	23	39	27	20	20	23	5	18	32	26	24	6	9	9	15	15	40	22	25	11	27
gene-NWMN_RS01340	NC_009641.1	297572	298072	+	501	21	17	30	16	22	15	4	23	33	34	28	5	11	5	7	18	34	4	24	10	24
gene-NWMN_RS01345	NC_009641.1	298083	298583	+	501	24	15	12	15	17	7	6	14	19	28	20	10	12	13	16	15	28	9	25	10	24
gene-NWMN_RS01350	NC_009641.1	298594	299082	+	489	24	11	29	28	18	15	7	25	23	41	15	9	9	12	21	13	31	4	22	9	22
gene-NWMN_RS01355	NC_009641.1	299704	300078	+	375	14	13	14	13	5	8	0	7	16	24	10	2	1	6	10	2	13	3	13	6	16
gene-NWMN_RS01360	NC_009641.1	300231	300629	+	399	57	35	36	41	17	11	2	27	35	40	42	19	13	13	28	15	48	34	54	9	51
gene-NWMN_RS01365	NC_009641.1	300845	301669	-	825	363	275	461	216	113	59	21	100	116	179	72	148	101	64	252	118	147	358	63	49	150
gene-NWMN_RS01370	NC_009641.1	301906	303213	-	1308	310	828	1195	270	155	145	40	248	447	392	513	155	111	93	301	153	517	1175	352	102	323
gene-NWMN_RS01375	NC_009641.1	303797	304687	+	891	389	284	333	496	170	161	45	421	249	304	357	199	87	143	234	163	529	161	507	84	353
gene-NWMN_RS01385	NC_009641.1	304936	305985	+	1050	897	194	308	277	189	174	124	168	200	298	222	288	246	119	502	244	362	253	189	200	292
gene-NWMN_RS01390	NC_009641.1	305998	306675	+	678	729	203	255	253	205	144	112	140	162	281	176	221	242	102	379	228	285	270	202	192	245
gene-NWMN_RS15930	NC_009641.1	306834	306974	-	141	26	28	33	21	6	6	0	18	33	23	24	4	2	10	9	8	40	28	30	1	17
gene-NWMN_RS01395	NC_009641.1	306925	307914	+	990	492	691	614	464	215	176	70	461	505	463	562	243	138	160	263	181	550	665	559	111	449
gene-NWMN_RS01400	NC_009641.1	308254	309372	+	1119	8	9	12	8	10	13	4	13	13	10	20	6	6	7	8	9	12	16	6	9	13
gene-NWMN_RS01405	NC_009641.1	309347	310270	+	924	13	22	18	13	10	12	6	17	12	11	18	17	9	8	16	13	31	16	17	8	18
gene-NWMN_RS01410	NC_009641.1	310281	311501	+	1221	35	28	31	24	25	14	9	14	18	24	26	13	9	14	22	7	30	24	32	10	24
gene-NWMN_RS01415	NC_009641.1	311606	313138	-	1533	278	97	117	164	104	58	26	124	62	67	86	121	63	61	103	77	91	126	137	43	87
gene-NWMN_RS01420	NC_009641.1	313178	314059	-	882	145	52	60	94	32	28	20	78	29	33	53	51	31	27	64	46	63	58	92	28	49
gene-NWMN_RS01425	NC_009641.1	314217	315077	+	861	36	32	69	50	20	20	7	62	46	38	50	15	15	18	35	17	43	34	56	8	35
gene-NWMN_RS01430	NC_009641.1	315355	316155	-	801	150	306	219	105	78	65	18	132	130	128	205	63	65	45	102	68	166	207	219	58	121
gene-NWMN_RS01435	NC_009641.1	316295	316963	+	669	171	205	175	159	92	84	41	150	120	152	180	116	67	65	128	72	198	181	211	74	196
gene-NWMN_RS01440	NC_009641.1	317090	318403	-	1314	15	18	17	16	8	20	8	15	15	18	15	12	12	9	12	4	25	14	10	8	16
gene-NWMN_RS01450	NC_009641.1	320846	322051	-	1206	150	183	189	174	117	154	78	163	207	233	231	101	88	81	137	98	300	107	237	95	203
gene-NWMN_RS01455	NC_009641.1	322162	322341	+	180	106	105	61	62	45	33	18	69	69	67	70	28	39	24	36	27	76	66	125	30	54
gene-NWMN_RS01460	NC_009641.1	322321	323253	-	933	464	463	413	315	242	236	112	326	357	347	368	166	152	136	239	145	468	376	530	157	352
gene-NWMN_RS01465	NC_009641.1	323285	323749	-	465	162	248	316	194	92	75	30	303	234	210	283	96	41	69	108	73	319	234	357	53	190
gene-NWMN_RS01470	NC_009641.1	323762	324076	-	315	113	208	241	182	76	62	24	227	212	165	207	77	49	42	104	61	247	189	214	48	161
gene-NWMN_RS01475	NC_009641.1	324228	324464	+	237	16	42	30	33	38	41	27	28	28	64	45	19	29	16	44	22	79	32	65	54	65
gene-NWMN_RS01480	NC_009641.1	324478	324657	+	180	34	57	40	28	28	23	19	22	35	42	40	23	29	16	41	13	70	20	72	38	56
gene-NWMN_RS01485	NC_009641.1	324758	325240	-	483	169	222	191	119	91	72	42	119	143	142	142	81	71	47	117	68	179	125	267	75	162
gene-NWMN_RS01490	NC_009641.1	325300	326049	+	750	28	70	62	75	72	110	66	40	52	135	69	53	85	29	111	30	162	39	95	75	124
gene-NWMN_RS01500	NC_009641.1	326313	326576	+	264	47	76	62	41	50	66	20	40	35	77	73	19	36	28	52	14	72	36	83	41	72
gene-NWMN_RS01505	NC_009641.1	326588	326749	+	162	27	43	39	37	25	49	13	20	18	51	37	15	16	14	33	11	39	23	32	22	47
gene-NWMN_RS01510	NC_009641.1	326841	327101	+	261	4	13	8	18	16	14	13	12	9	28	18	13	11	9	22	5	27	7	17	10	24
gene-NWMN_RS01515	NC_009641.1	327111	327332	+	222	7	12	9	10	28	18	13	13	9	21	12	9	5	11	22	4	30	2	16	10	19
gene-NWMN_RS01520	NC_009641.1	327325	328113	+	789	28	33	34	47	53	57	43	36	35	69	55	31	32	26	78	19	96	14	56	45	72
gene-NWMN_RS01525	NC_009641.1	328142	328693	+	552	22	29	35	20	23	35	24	13	17	40	34	27	27	15	34	15	67	14	49	26	46
gene-NWMN_RS01530	NC_009641.1	328706	329377	+	672	30	55	47	30	48	64	31	24	31	53	55	41	40	27	47	23	90	31	58	44	61
gene-NWMN_RS01535	NC_009641.1	329483	330340	-	858	1360	2205	1593	918	460	366	149	808	1195	908	1419	495	316	360	715	431	1118	1453	1805	299	1102
gene-NWMN_RS01540	NC_009641.1	330405	331175	+	771	14	31	30	34	24	52	25	17	17	68	32	23	31	16	35	13	66	19	61	34	49
gene-NWMN_RS01545	NC_009641.1	331185	331964	+	780	22	32	26	39	50	54	31	25	29	71	47	36	40	21	54	14	99	9	64	56	56
gene-NWMN_RS01550	NC_009641.1	331958	332116	+	159	3	7	8	13	14	13	7	8	6	16	11	7	15	5	19	3	23	5	8	13	13
gene-NWMN_RS01555	NC_009641.1	332129	332350	+	222	2	12	11	13	16	18	5	8	4	21	13	8	16	4	25	4	31	3	8	11	17
gene-NWMN_RS01560	NC_009641.1	332360	332767	+	408	17	13	13	16	32	37	8	14	12	37	13	14	18	9	31	8	40	5	25	11	36
gene-NWMN_RS01565	NC_009641.1	332767	332952	+	186	7	4	4	9	19	19	6	9	9	18	8	7	9	11	15	5	39	2	12	11	13
gene-NWMN_RS01570	NC_009641.1	332953	333312	+	360	15	13	17	20	29	34	16	15	12	33	21	14	29	9	28	12	46	9	26	23	37
gene-NWMN_RS01575	NC_009641.1	333312	333566	+	255	11	15	12	19	23	21	7	14	6	28	14	8	25	6	21	4	31	5	20	21	22
gene-NWMN_RS01580	NC_009641.1	333566	333814	+	249	7	16	14	15	18	30	11	9	10	24	14	13	15	9	16	11	37	2	13	19	28
gene-NWMN_RS01585	NC_009641.1	333829	334230	+	402	18	12	22	20	27	28	15	6	19	39	27	14	15	12	25	10	38	9	30	20	39
gene-NWMN_RS15940	NC_009641.1	334227	334421	+	195	5	7	8	13	18	15	11	6	8	11	14	7	6	5	11	11	23	4	15	13	16
gene-NWMN_RS01595	NC_009641.1	334418	334867	+	450	18	19	19	29	43	44	25	18	9	39	27	19	29	14	33	13	57	6	33	35	44
gene-NWMN_RS01600	NC_009641.1	334864	335148	+	285	10	9	11	25	30	24	13	10	18	42	13	15	25	8	33	10	40	9	17	17	28
gene-NWMN_RS01605	NC_009641.1	335141	335389	+	249	7	7	16	23	23	24	13	7	11	34	14	13	15	18	29	15	44	5	29	20	23
gene-NWMN_RS01610	NC_009641.1	335382	335918	+	537	21	16	31	39	38	37	17	14	16	30	27	12	23	19	44	15	63	8	25	32	38
gene-NWMN_RS01615	NC_009641.1	335955	336161	+	207	10	9	17	13	17	20	18	12	9	33	23	9	24	10	17	8	56	7	16	17	20
gene-NWMN_RS01620	NC_009641.1	336158	336352	+	195	10	10	16	13	23	18	9	14	9	30	14	6	16	10	12	8	37	5	10	19	22
gene-NWMN_RS01625	NC_009641.1	336349	336552	+	204	17	17	13	21	19	19	7	11	16	28	17	8	14	9	25	10	49	6	21	14	28
gene-NWMN_RS01630	NC_009641.1	336545	336781	+	237	12	13	12	20	12	19	10	13	21	24	24	11	16	6	31	10	52	9	25	12	26
gene-NWMN_RS01635	NC_009641.1	336771	337160	+	390	16	20	23	25	23	34	19	30	22	41	26	16	29	6	38	19	76	14	34	24	45
gene-NWMN_RS01640	NC_009641.1	337157	337330	+	174	9	13	11	5	12	13	6	12	5	17	21	12	18	5	14	11	23	5	16	14	26
gene-NWMN_RS01645	NC_009641.1	337331	337732	+	402	39	36	60	38	68	46	23	34	40	71	77	45	51	21	63	34	88	26	63	48	91
gene-NWMN_RS01650	NC_009641.1	338083	338577	+	495	14	37	37	43	49	65	44	31	29	75	44	20	63	12	92	21	110	19	48	63	74
gene-NWMN_RS01655	NC_009641.1	338570	339793	+	1224	43	36	76	78	122	131	65	48	54	153	81	48	94	47	156	36	249	22	85	102	146
gene-NWMN_RS01660	NC_009641.1	339790	341214	+	1425	77	85	131	131	168	177	110	85	109	250	149	73	162	69	237	78	316	43	140	174	208
gene-NWMN_RS01665	NC_009641.1	341183	342136	+	954	46	70	100	82	99	99	94	59	60	175	108	53	88	45	146	40	253	41	79	111	139
gene-NWMN_RS01670	NC_009641.1	342138	342344	+	207	12	21	30	20	26	22	21	15	16	25	23	14	21	5	38	14	52	12	28	21	39
gene-NWMN_RS01675	NC_009641.1	342447	343031	+	585	65	103	119	156	154	189	138	74	78	240	141	71	169	61	256	67	330	50	137	197	221
gene-NWMN_RS01680	NC_009641.1	343048	343962	+	915	110	194	201	256	248	316	247	171	159	434	255	145	291	102	454	111	589	93	275	346	430
gene-NWMN_RS15835	NC_009641.1	343974	344117	+	144	26	36	37	48	46	69	52	39	36	110	45	34	74	19	105	29	143	29	54	78	76
gene-NWMN_RS01685	NC_009641.1	344123	344473	+	351	45	64	69	88	106	133	85	59	60	163	83	65	101	40	162	51	256	33	86	144	157
gene-NWMN_RS01690	NC_009641.1	344485	344820	+	336	46	67	66	77	96	109	87	52	49	156	68	47	102	34	151	39	233	26	84	113	159
gene-NWMN_RS01695	NC_009641.1	344807	345220	+	414	88	93	121	150	162	160	154	110	86	282	131	90	172	76	262	72	379	41	146	237	258
gene-NWMN_RS01700	NC_009641.1	345233	345658	+	426	46	64	67	71	104	97	93	66	51	175	75	66	112	49	168	34	237	39	81	136	157
gene-NWMN_RS01705	NC_009641.1	345659	346216	+	558	65	95	104	114	143	184	111	82	58	258	133	68	179	63	218	71	353	41	114	192	219
gene-NWMN_RS01710	NC_009641.1	346283	346789	+	507	25	36	47	52	71	66	54	32	34	105	43	25	56	25	103	27	158	16	75	73	80
gene-NWMN_RS01715	NC_009641.1	346834	347118	+	285	13	24	28	35	63	67	67	31	24	92	43	34	59	15	88	20	121	10	46	67	77
gene-NWMN_RS01720	NC_009641.1	347122	350265	+	3144	176	290	359	357	381	466	308	226	235	650	379	247	429	145	652	174	852	141	403	450	660
gene-NWMN_RS01725	NC_009641.1	350280	351221	+	942	53	73	79	79	86	104	73	43	50	124	71	45	79	39	148	44	202	39	80	109	136
gene-NWMN_RS01730	NC_009641.1	351232	353118	+	1887	67	94	114	103	146	214	135	86	98	266	132	79	192	70	213	63	335	43	121	406	254
gene-NWMN_RS01735	NC_009641.1	353131	355029	+	1899	58	66	96	94	113	132	98	59	71	209	122	64	129	48	156	45	271	45	110	150	164
gene-NWMN_RS01740	NC_009641.1	355029	356852	+	1824	48	62	94	92	135	148	124	56	70	208	113	75	152	66	185	60	264	30	106	172	196
gene-NWMN_RS01745	NC_009641.1	356852	357229	+	378	9	13	27	21	13	34	18	13	16	42	22	16	27	11	51	20	52	6	21	34	28
gene-NWMN_RS01750	NC_009641.1	357233	357406	+	174	5	3	6	5	7	4	3	4	2	7	2	5	8	5	10	2	17	0	13	5	8
gene-NWMN_RS01755	NC_009641.1	357446	357745	+	300	6	15	12	7	8	6	6	5	11	14	9	3	11	2	18	3	18	7	13	8	10
gene-NWMN_RS01760	NC_009641.1	357882	359780	+	1899	13	15	25	11	26	28	21	16	22	47	32	16	28	10	44	15	70	4	29	23	43
gene-NWMN_RS01765	NC_009641.1	359793	360965	+	1173	24	21	22	38	46	48	49	25	23	75	29	20	41	16	64	18	80	11	40	47	69
gene-NWMN_RS01770	NC_009641.1	360971	361366	+	396	26	26	21	19	31	23	14	20	21	39	33	10	20	13	30	16	55	14	33	27	46
gene-NWMN_RS01775	NC_009641.1	361422	361724	+	303	4	8	6	6	6	7	5	10	3	12	7	4	10	3	14	6	19	5	7	12	14
gene-NWMN_RS01780	NC_009641.1	361736	363190	+	1455	29	47	34	41	46	56	33	32	26	73	91	16	48	20	74	25	104	33	58	42	60
gene-NWMN_RS16020	NC_009641.1	363960	364082	+	123	10	14	10	11	5	2	2	4	5	2	13	6	5	2	7	1	5	5	2	1	10
gene-NWMN_RS01790	NC_009641.1	364324	365151	-	828	158	270	272	151	64	63	32	158	202	182	232	75	49	41	98	53	220	255	201	42	179
gene-NWMN_RS01795	NC_009641.1	365224	366423	-	1200	95	99	130	97	33	40	19	93	100	111	111	43	28	35	60	34	164	138	100	32	99
gene-NWMN_RS01800	NC_009641.1	366519	366611	+	93	2	1	2	0	2	0	1	0	0	1	2	0	1	1	3	0	1	1	1	0	2
gene-NWMN_RS01805	NC_009641.1	366725	367726	+	1002	50	58	120	68	35	41	11	74	64	87	101	43	36	23	75	31	133	57	84	32	85
gene-NWMN_RS01810	NC_009641.1	367760	368092	+	333	41	28	64	43	19	18	12	36	57	61	55	18	29	13	36	25	104	21	53	19	53
