# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-Y11_RS01245	NC_017564.1	267903	270560	+	2658	38342	39844	43193	46837	54334	53938	50559	60237	64742	70110
gene-Y11_RS01250	NC_017564.1	270678	273545	+	2868	2234	2960	2287	2709	3100	2543	2675	3275	3100	3335
gene-Y11_RS01255	NC_017564.1	273807	274454	-	648	7932	8128	9623	9748	10385	11576	10588	10547	13640	14009
gene-Y11_RS01260	NC_017564.1	274457	277150	-	2694	5074	5524	9104	6764	6573	7026	8198	13207	9712	8421
gene-Y11_RS01265	NC_017564.1	277173	278327	-	1155	946	1061	2075	1020	1229	1070	1815	1850	1593	1558
gene-Y11_RS01275	NC_017564.1	280776	281879	+	1104	32014	33644	34983	42221	39872	41586	38824	49831	46883	52707
gene-Y11_RS01280	NC_017564.1	282133	282220	+	88	252	260	128	270	353	285	222	276	346	405
gene-Y11_RS01285	NC_017564.1	282227	282302	+	76	275	282	89	259	359	289	162	196	269	344
gene-Y11_RS01290	NC_017564.1	282394	283536	-	1143	1077	1118	1270	1275	1484	1242	1466	1625	1563	1610
gene-Y11_RS01295	NC_017564.1	283716	285242	-	1527	524	617	193	531	715	419	263	640	533	561
gene-Y11_RS01300	NC_017564.1	285656	286645	+	990	463	448	390	379	554	418	384	793	439	632
gene-Y11_RS01305	NC_017564.1	286715	288502	-	1788	512	602	244	676	860	539	288	563	514	615
gene-Y11_RS01310	NC_017564.1	288828	289763	-	936	1715	1518	882	1549	1836	1826	1177	1282	1513	1701
gene-Y11_RS01315	NC_017564.1	289928	290170	-	243	1026	799	557	950	1301	1147	740	819	1071	1436
gene-Y11_RS01325	NC_017564.1	291491	291796	+	306	90	161	52	131	140	93	64	162	90	123
gene-Y11_RS23385	NC_017564.1	291693	292016	+	324	117	165	46	122	159	87	58	137	101	143
gene-Y11_RS01335	NC_017564.1	292565	293305	+	741	356	340	216	308	375	247	177	651	239	298
gene-Y11_RS01340	NC_017564.1	293471	294997	+	1527	2434	2612	1872	2861	2797	2714	2256	2921	3088	2886
gene-Y11_RS01345	NC_017564.1	295101	296537	+	1437	2893	3415	4283	4736	4584	5131	5349	6130	6143	6924
gene-Y11_RS01355	NC_017564.1	297315	298517	-	1203	825	889	588	875	950	687	629	1315	938	1016
gene-Y11_RS01360	NC_017564.1	298584	298910	-	327	341	317	190	369	530	303	213	388	410	515
gene-Y11_RS01365	NC_017564.1	298904	299359	-	456	470	496	267	627	770	583	343	423	592	652
gene-Y11_RS01370	NC_017564.1	299762	299838	-	77	209	239	258	265	238	196	265	201	319	264
gene-Y11_RS01375	NC_017564.1	299936	301729	-	1794	4077	4000	4680	4004	4385	3806	4071	3288	4593	5247
gene-Y11_RS01380	NC_017564.1	301757	301984	-	228	1928	1967	1668	2129	2385	2246	1764	2031	2455	3172
gene-Y11_RS01385	NC_017564.1	302162	303163	+	1002	3614	4712	6001	5310	5469	5567	7453	7195	7407	8664
gene-Y11_RS01390	NC_017564.1	303245	303532	-	288	7942	10311	9067	10079	14528	10518	12307	16101	14710	20428
gene-Y11_RS01395	NC_017564.1	303694	305451	-	1758	836	944	996	1066	1040	908	1061	1401	1060	1405
gene-Y11_RS01400	NC_017564.1	305913	306620	+	708	1610	2005	2563	2185	2342	2352	2797	2276	3225	3445
gene-Y11_RS01405	NC_017564.1	306719	307942	+	1224	1998	2248	2042	2476	2580	2601	2543	2128	2930	3384
gene-Y11_RS01410	NC_017564.1	308795	309142	+	348	2862	2755	2068	4004	3242	2910	2673	2874	3417	3851
gene-Y11_RS01415	NC_017564.1	309214	310806	-	1593	990	980	2252	849	1241	1231	1979	4303	1897	1741
gene-Y11_RS01420	NC_017564.1	310808	311836	-	1029	793	817	1616	856	1037	987	1556	1906	1482	1258
gene-Y11_RS01425	NC_017564.1	311833	312933	-	1101	976	1037	1427	1203	1240	1143	1414	1640	1436	1598
gene-Y11_RS01430	NC_017564.1	312943	314751	-	1809	1674	1930	3558	2058	2154	2107	3245	4141	3096	2830
gene-Y11_RS01435	NC_017564.1	314850	316412	-	1563	1382	1595	748	1435	1532	1230	870	1586	1060	1293
gene-Y11_RS01445	NC_017564.1	316936	317520	-	585	3582	4040	9849	4717	4998	4287	7513	15240	6841	7258
gene-Y11_RS01450	NC_017564.1	317899	318600	-	702	1130	1186	1521	1249	1643	1292	1656	2209	1825	1893
gene-Y11_RS01455	NC_017564.1	318664	319647	-	984	1132	1446	1566	1464	1739	1559	1621	2557	2077	2033
gene-Y11_RS01460	NC_017564.1	319959	320285	+	327	314	291	155	291	354	361	182	316	330	365
gene-Y11_RS01465	NC_017564.1	320512	321255	+	744	1352	1346	1024	1609	1776	1614	1339	1184	1723	2045
gene-Y11_RS01470	NC_017564.1	321355	322827	-	1473	799	869	831	939	1128	1013	939	1445	1201	1406
gene-Y11_RS01480	NC_017564.1	323255	324445	+	1191	2255	2400	1489	2777	3227	2921	1920	2218	3152	3767
gene-Y11_RS01485	NC_017564.1	324722	325294	-	573	2681	3074	6750	4234	3785	4449	7090	9527	7668	6783
gene-Y11_RS01490	NC_017564.1	325524	326768	-	1245	566	721	625	515	577	581	588	629	850	827
gene-Y11_RS01495	NC_017564.1	327235	327489	+	255	135	172	58	87	228	150	76	109	126	143
gene-Y11_RS01500	NC_017564.1	327659	330139	-	2481	644	766	597	849	948	805	716	1126	857	951
gene-Y11_RS01505	NC_017564.1	330153	331301	-	1149	271	253	202	268	410	283	242	492	353	365
gene-Y11_RS01510	NC_017564.1	331602	332024	-	423	267	345	310	376	373	347	304	509	402	484
gene-Y11_RS01515	NC_017564.1	332285	333418	+	1134	3724	3336	7047	4622	4338	5889	8237	4686	7931	7856
gene-Y11_RS01520	NC_017564.1	333415	334353	+	939	4058	4792	8618	5869	6035	7947	10175	5207	10551	11070
gene-Y11_RS01530	NC_017564.1	336312	336977	+	666	1339	1714	887	1935	2153	1788	1541	1088	1977	2394
gene-Y11_RS01535	NC_017564.1	336974	337465	+	492	444	618	471	626	633	531	707	759	689	858
gene-Y11_RS01540	NC_017564.1	337726	338205	+	480	672	816	757	834	927	828	921	1375	1030	1122
gene-Y11_RS01550	NC_017564.1	339242	341716	+	2475	1232	1319	817	1244	1674	1297	1064	1120	1352	1791
gene-Y11_RS01555	NC_017564.1	341784	342629	-	846	1871	1918	2179	2307	2529	2095	2430	3111	2952	3868
gene-Y11_RS23935	NC_017564.1	342873	342983	-	111	176	143	72	137	220	132	84	145	117	155
gene-Y11_RS01560	NC_017564.1	343118	344200	-	1083	569	652	327	590	827	552	468	567	566	729
gene-Y11_RS01565	NC_017564.1	344921	346399	-	1479	505	664	486	593	754	453	513	1611	641	613
gene-Y11_RS01570	NC_017564.1	346503	346799	+	297	219	231	87	210	226	202	131	237	158	172
gene-Y11_RS01575	NC_017564.1	347096	347968	+	873	1081	806	1185	1087	1199	1107	1419	2109	1770	1640
gene-Y11_RS01580	NC_017564.1	348213	349739	+	1527	3449	3346	5299	4298	4938	4982	5664	5473	7084	6746
gene-Y11_RS01585	NC_017564.1	350014	351096	+	1083	1101	1257	2743	2358	1917	1886	2845	2231	3033	2643
gene-Y11_RS01590	NC_017564.1	351093	351881	+	789	1272	1151	3203	1562	1619	2028	2961	3925	3144	2477
gene-Y11_RS01595	NC_017564.1	352105	354078	+	1974	14042	17563	34933	25410	23850	32075	39105	46837	41802	44214
gene-Y11_RS01600	NC_017564.1	354626	355246	-	621	1634	1732	1653	2004	2233	2003	1980	2689	2418	2831
gene-Y11_RS01605	NC_017564.1	355265	355924	-	660	1552	1789	1508	1730	2086	1789	1652	2827	2226	2750
gene-Y11_RS01610	NC_017564.1	356385	357461	+	1077	1665	1249	709	939	1308	863	986	1016	1130	1216
gene-Y11_RS01615	NC_017564.1	357514	358338	+	825	2198	1623	860	1219	1685	1204	1038	1282	1422	1682
gene-Y11_RS01620	NC_017564.1	358335	359321	+	987	680	671	417	423	687	506	454	501	543	657
gene-Y11_RS01625	NC_017564.1	359318	359989	+	672	468	410	225	354	476	272	291	425	315	399
gene-Y11_RS01630	NC_017564.1	360106	361251	-	1146	4002	2366	1438	1773	2465	2152	2272	2103	2614	2669
gene-Y11_RS01635	NC_017564.1	361277	362644	-	1368	3015	2096	1584	1436	2153	1604	1939	1843	2047	2274
gene-Y11_RS01640	NC_017564.1	363061	364254	+	1194	3106	3080	5080	3854	4387	4496	5638	6843	5993	6403
gene-Y11_RS01645	NC_017564.1	364597	365616	+	1020	697	694	656	812	799	716	770	1089	866	936
gene-Y11_RS01650	NC_017564.1	366024	367391	-	1368	8139	7825	14749	11660	10950	14272	15685	17968	17700	17940
gene-Y11_RS01655	NC_017564.1	367537	368832	-	1296	28029	28256	57164	37512	40839	48530	56686	51219	64672	56838
gene-Y11_RS01660	NC_017564.1	370092	370856	-	765	1748	1629	1905	2087	2665	2316	2269	2265	2807	2895
gene-Y11_RS01665	NC_017564.1	371044	371715	-	672	6201	7288	6820	8785	9079	8955	7906	8153	10874	12715
gene-Y11_RS01670	NC_017564.1	371990	372595	-	606	2226	1736	3188	1796	2364	2183	2647	2439	2417	2380
gene-Y11_RS01675	NC_017564.1	372595	373266	-	672	4307	3920	5596	4086	4866	4014	4845	3758	4130	4331
gene-Y11_RS01680	NC_017564.1	373638	375326	-	1689	3241	3379	3354	4002	4698	3968	3913	3226	4831	5292
gene-Y11_RS01685	NC_017564.1	375735	375998	-	264	1045	1023	1233	881	1394	1063	1521	1218	1569	2104
gene-Y11_RS01690	NC_017564.1	376313	376621	+	309	663	954	653	1040	1044	891	971	1176	1152	1352
gene-Y11_RS01695	NC_017564.1	376740	377225	+	486	1085	1106	1415	1253	1372	1262	1273	1418	1570	1625
gene-Y11_RS01700	NC_017564.1	377671	378780	+	1110	972	1084	794	1158	1354	979	972	1114	1202	1361
gene-Y11_RS01705	NC_017564.1	378947	380080	+	1134	378	395	358	359	430	352	393	550	513	542
gene-Y11_RS01710	NC_017564.1	380102	381067	+	966	313	421	262	431	530	323	292	478	358	456
gene-Y11_RS01715	NC_017564.1	381064	381909	+	846	984	1044	564	1169	1287	922	678	634	914	1406
gene-Y11_RS01720	NC_017564.1	382059	382535	+	477	350	345	213	309	447	289	236	395	282	379
gene-Y11_RS01725	NC_017564.1	382624	383751	+	1128	926	1086	1064	1069	1373	1173	1010	1196	1221	1445
gene-Y11_RS01730	NC_017564.1	383871	384620	-	750	466	630	416	654	760	623	403	662	747	867
gene-Y11_RS01735	NC_017564.1	385305	385973	-	669	318	440	483	458	565	493	519	664	624	544
gene-Y11_RS01740	NC_017564.1	385973	386689	-	717	356	454	542	436	500	488	557	545	558	467
gene-Y11_RS01745	NC_017564.1	386701	387432	-	732	644	685	1105	858	900	965	1193	1063	1252	1182
gene-Y11_RS01750	NC_017564.1	387453	388181	-	729	673	545	835	734	784	729	878	901	984	1007
gene-Y11_RS01755	NC_017564.1	388605	389180	-	576	1077	1194	1854	1313	1452	1373	1872	3749	2183	2168
gene-Y11_RS01760	NC_017564.1	389249	390259	-	1011	1062	923	1899	835	1096	1076	1490	2648	1231	1237
gene-Y11_RS01765	NC_017564.1	390391	391848	-	1458	640	614	1421	746	960	877	1280	1931	1115	1095
gene-Y11_RS01770	NC_017564.1	391845	392864	-	1020	1238	1125	2017	1251	1389	1525	2045	2988	2259	1931
gene-Y11_RS01775	NC_017564.1	393002	393889	-	888	399	508	186	484	532	325	229	602	312	412
gene-Y11_RS01780	NC_017564.1	394121	395842	-	1722	355	383	238	416	471	369	296	486	473	459
gene-Y11_RS01785	NC_017564.1	395942	396964	-	1023	225	313	161	244	266	198	194	357	232	239
gene-Y11_RS01790	NC_017564.1	397063	398715	-	1653	285	370	131	333	431	281	188	391	268	299
gene-Y11_RS01795	NC_017564.1	398912	399811	-	900	671	533	803	655	887	608	839	709	837	891
gene-Y11_RS01800	NC_017564.1	400062	401726	+	1665	2446	2229	4468	2281	2559	2659	3984	8148	3829	3586
gene-Y11_RS01805	NC_017564.1	401723	402706	-	984	7790	7866	23020	8618	9400	11052	19662	39680	19584	14711
gene-Y11_RS01810	NC_017564.1	402898	404010	+	1113	3887	3985	8638	5212	4777	5557	9609	14969	8773	8115
gene-Y11_RS01815	NC_017564.1	404010	405959	+	1950	4382	4787	8639	5974	5966	6797	10314	11538	9995	9270
gene-Y11_RS01820	NC_017564.1	406158	406415	-	258	2582	2973	2589	4492	3920	4751	3982	1956	5368	6549
gene-Y11_RS01825	NC_017564.1	406775	407095	+	321	11900	12824	8719	18198	15677	16669	12637	10245	17962	21532
gene-Y11_RS01830	NC_017564.1	407121	409397	+	2277	40078	39211	31553	51105	51672	51538	39552	46671	54077	63824
gene-Y11_RS01835	NC_017564.1	409642	409860	-	219	1309	1306	2079	1663	1976	1414	1884	1953	1856	2338
gene-Y11_RS01840	NC_017564.1	410026	410736	-	711	853	944	1701	1070	1177	973	1427	1926	1506	1400
gene-Y11_RS01845	NC_017564.1	410970	412694	-	1725	2064	2103	3513	2710	2970	3050	4042	5042	4356	4648
gene-Y11_RS01850	NC_017564.1	412697	414463	-	1767	1812	1879	3443	2145	2037	2462	3451	3591	3975	3092
gene-Y11_RS01855	NC_017564.1	414738	415700	-	963	13116	13002	19455	17090	16892	18283	19839	23307	23670	23184
gene-Y11_RS01860	NC_017564.1	416470	416964	+	495	11218	12750	16999	17604	16278	15836	17967	21236	23548	22747
gene-Y11_RS01865	NC_017564.1	417086	420700	+	3615	14802	15695	29840	19746	21180	21574	33014	38399	33458	32723
gene-Y11_RS01870	NC_017564.1	420930	421541	+	612	1628	1661	3731	2338	2287	2779	4491	3706	4403	4368
gene-Y11_RS01875	NC_017564.1	421549	422892	+	1344	1970	2217	4121	2721	2677	3131	4633	4332	4825	4311
gene-Y11_RS01880	NC_017564.1	423064	424356	+	1293	10393	11108	27562	15511	15693	18536	27813	38356	30676	26887
gene-Y11_RS01885	NC_017564.1	424799	425818	-	1020	1384	1352	1508	1459	1762	1481	1420	2236	1689	1883
gene-Y11_RS01890	NC_017564.1	425933	427126	+	1194	1238	1266	825	1380	1462	1111	944	1745	1352	1486
gene-Y11_RS01895	NC_017564.1	427445	428593	+	1149	753	833	352	733	1012	675	438	686	579	925
gene-Y11_RS01900	NC_017564.1	428671	429411	-	741	1320	1419	1654	1656	2019	1740	1734	1929	2336	2226
gene-Y11_RS01905	NC_017564.1	429490	431772	-	2283	11110	10529	15795	14189	15482	16680	17785	21105	19802	20634
gene-Y11_RS01910	NC_017564.1	431825	432682	-	858	2752	2274	3500	3041	2877	2922	3969	5673	4057	4129
gene-Y11_RS01925	NC_017564.1	434781	436547	-	1767	5286	4872	9418	6738	7191	7699	9902	11488	10741	10290
gene-Y11_RS01935	NC_017564.1	437879	438571	+	693	277	403	176	331	404	281	197	450	285	309
gene-Y11_RS01940	NC_017564.1	438778	439863	+	1086	3246	3846	6796	5244	5159	5544	7918	10438	8205	8043
gene-Y11_RS01945	NC_017564.1	439990	441276	+	1287	2081	2758	4996	3245	3294	4294	5522	6212	6048	5875
gene-Y11_RS01950	NC_017564.1	441515	442207	+	693	18445	20301	19726	24033	23224	23187	21042	13913	25985	28302
gene-Y11_RS01955	NC_017564.1	442376	444049	+	1674	377357	408117	544104	553826	571250	624252	599296	642955	737360	789675
gene-Y11_RS01960	NC_017564.1	444113	444397	+	285	40401	47594	61094	61849	63184	69525	68411	83279	80199	94764
gene-Y11_RS01965	NC_017564.1	444734	447019	+	2286	943	1403	530	984	1409	976	709	1372	762	1126
gene-Y11_RS01970	NC_017564.1	447055	448803	+	1749	3718	3768	6340	4106	4802	4758	6711	6116	6299	6432
gene-Y11_RS01975	NC_017564.1	448800	449786	+	987	1096	1110	1602	1232	1522	1371	1805	1915	1774	1816
gene-Y11_RS01980	NC_017564.1	449793	451199	-	1407	478	624	320	477	680	564	409	711	527	753
gene-Y11_RS01985	NC_017564.1	451641	451850	+	210	15372	14763	3503	14710	18422	10030	4136	2706	5829	11661
gene-Y11_RS01990	NC_017564.1	452066	452275	+	210	9886	10688	1715	10861	13350	6471	2298	1827	3837	8061
gene-Y11_RS01995	NC_017564.1	452707	452889	+	183	1464	1268	2367	1503	1756	1873	2451	1918	2213	2355
gene-Y11_RS02000	NC_017564.1	452886	453638	+	753	4154	3560	5600	4301	4633	4324	5440	5295	5818	5828
gene-Y11_RS02005	NC_017564.1	453828	454721	+	894	401	541	278	450	548	362	293	1085	369	457
gene-Y11_RS02010	NC_017564.1	454724	455491	-	768	639	590	369	600	615	478	483	828	566	730
gene-Y11_RS02015	NC_017564.1	455682	456467	+	786	2859	3419	3479	4173	4162	4191	4615	3791	4861	6129
gene-Y11_RS02020	NC_017564.1	456464	457786	+	1323	2886	2737	6160	3734	3854	4166	6175	6073	5778	5823
gene-Y11_RS02025	NC_017564.1	457767	458495	+	729	2288	2679	6563	3525	3753	4408	6505	6410	6824	6536
gene-Y11_RS02030	NC_017564.1	458492	462937	+	4446	17331	17283	32480	24743	23599	27827	36301	46084	42390	39669
gene-Y11_RS02035	NC_017564.1	463261	465132	+	1872	1765	1707	4123	1853	2227	2156	3912	6511	3414	3162
gene-Y11_RS02040	NC_017564.1	465392	465940	+	549	6339	7230	15449	10394	9313	10251	15657	20271	17129	15275
gene-Y11_RS02045	NC_017564.1	466198	466845	+	648	2917	3409	8626	4555	4294	5058	9523	10277	9190	8184
gene-Y11_RS02050	NC_017564.1	467144	468673	+	1530	1832	1965	1699	2233	2373	2133	1948	2006	2333	3020
gene-Y11_RS02060	NC_017564.1	468932	470122	-	1191	4071	4361	8339	5582	6172	6955	9069	11207	10270	9866
gene-Y11_RS02065	NC_017564.1	470378	471490	-	1113	169705	180081	383379	285637	256771	327882	419372	497810	449044	419781
gene-Y11_RS02070	NC_017564.1	471792	473192	-	1401	11480	12794	23936	18158	17153	21126	26678	28136	29461	28693
gene-Y11_RS02075	NC_017564.1	473449	474654	-	1206	1898	1904	3818	2032	2446	2184	3494	4646	3469	3095
gene-Y11_RS02080	NC_017564.1	475248	477863	+	2616	13699	13009	27690	19962	18335	22145	29250	39648	33339	27803
gene-Y11_RS02085	NC_017564.1	478031	479041	+	1011	1558	1796	2938	2108	2080	2081	3164	4101	3471	3002
gene-Y11_RS02090	NC_017564.1	479217	479774	+	558	571	589	830	559	699	674	784	2117	750	814
gene-Y11_RS02095	NC_017564.1	479790	480902	-	1113	2225	2709	3594	2982	3217	3653	3920	5307	4874	4912
gene-Y11_RS02100	NC_017564.1	481002	483122	+	2121	7955	7765	12356	9649	10294	11030	14065	13714	14405	14699
gene-Y11_RS02105	NC_017564.1	483128	485041	+	1914	9318	8809	16722	12054	12565	14203	17103	21241	20743	19294
gene-Y11_RS02110	NC_017564.1	485182	486477	+	1296	1591	1517	1865	1527	1737	1493	2097	2253	2122	2128
gene-Y11_RS02115	NC_017564.1	486464	488116	+	1653	2045	2158	3124	2698	2997	2885	3819	3836	4451	4247
gene-Y11_RS02120	NC_017564.1	488113	488664	+	552	1968	2097	1861	2826	2389	2339	2382	2454	3206	3494
gene-Y11_RS21380	NC_017564.1	488942	489109	+	168	161	160	120	193	181	128	231	219	173	274
gene-Y11_RS02125	NC_017564.1	489168	490442	-	1275	1762	1684	2939	2312	2391	2592	3477	4952	3894	3797
gene-Y11_RS02130	NC_017564.1	490442	490984	-	543	934	929	1837	1232	1376	1383	1934	1913	2188	1969
gene-Y11_RS02135	NC_017564.1	491335	491853	-	519	4176	4274	8721	5056	5627	5931	9484	4513	9581	9566
gene-Y11_RS02140	NC_017564.1	491922	493673	-	1752	4330	4536	10902	5543	5989	7141	11094	9435	10400	9742
gene-Y11_RS02145	NC_017564.1	493884	494339	+	456	529	413	378	431	543	488	516	1046	568	652
gene-Y11_RS02150	NC_017564.1	494470	495543	-	1074	176090	203515	274931	244644	264256	288817	271371	270252	347677	378481
gene-Y11_RS02155	NC_017564.1	495901	496407	-	507	5495	5857	3509	6226	6844	6077	4103	5670	6256	7441
gene-Y11_RS02165	NC_017564.1	497308	499443	-	2136	1751	1680	1684	1754	1983	1776	1807	2594	2064	2302
gene-Y11_RS02170	NC_017564.1	499468	499920	-	453	1289	1442	1617	1869	1789	1716	1817	2188	2407	2548
gene-Y11_RS02175	NC_017564.1	500115	502169	+	2055	2870	3540	4189	4480	4199	4164	5199	7477	6046	6057
gene-Y11_RS02180	NC_017564.1	502232	502690	-	459	696	773	854	1026	1083	935	1017	1636	1040	1145
gene-Y11_RS02185	NC_017564.1	502894	503577	-	684	621	713	590	763	694	614	628	1331	668	757
gene-Y11_RS02190	NC_017564.1	503889	504305	+	417	2481	2363	2386	3277	3015	3141	2942	2775	3597	3781
gene-Y11_RS02195	NC_017564.1	504388	504705	-	318	1485	2020	1236	2539	2636	2299	1988	1807	2968	4079
gene-Y11_RS02200	NC_017564.1	504768	505958	-	1191	1980	2336	3253	3033	2717	2859	3445	3767	4262	4032
gene-Y11_RS02205	NC_017564.1	506208	506417	+	210	278	291	628	344	507	440	579	1213	624	621
gene-Y11_RS02210	NC_017564.1	506430	506795	+	366	535	591	965	745	876	735	922	1620	986	880
gene-Y11_RS02215	NC_017564.1	506815	507093	+	279	1073	1184	978	1376	1409	1030	1101	1507	1383	1473
gene-Y11_RS02220	NC_017564.1	507121	507450	-	330	1000	1185	749	1368	1372	1024	954	1084	1284	1457
gene-Y11_RS02225	NC_017564.1	507705	507792	+	88	744	1102	194	978	1359	755	316	424	864	1381
gene-Y11_RS02230	NC_017564.1	508343	509692	+	1350	597	620	262	625	878	650	397	627	526	691
gene-Y11_RS02235	NC_017564.1	509783	510349	+	567	273	213	92	158	256	187	161	166	182	229
gene-Y11_RS02240	NC_017564.1	510346	511017	+	672	245	254	104	244	296	205	156	208	184	305
gene-Y11_RS02245	NC_017564.1	511014	511979	+	966	347	354	159	378	518	321	204	403	255	411
gene-Y11_RS02250	NC_017564.1	511993	513882	+	1890	657	594	195	533	696	501	314	643	414	554
gene-Y11_RS02255	NC_017564.1	513879	514427	+	549	214	281	120	274	333	243	143	202	165	248
gene-Y11_RS02260	NC_017564.1	514424	514834	+	411	236	250	107	264	233	209	171	194	244	227
gene-Y11_RS02265	NC_017564.1	514834	515502	+	669	299	351	158	277	259	263	170	297	276	356
gene-Y11_RS02270	NC_017564.1	516241	516975	+	735	360	479	380	522	472	489	306	675	473	579
gene-Y11_RS02275	NC_017564.1	516968	517612	-	645	1741	1937	3717	2633	2380	2514	3433	5114	4166	3819
gene-Y11_RS02285	NC_017564.1	518954	520681	-	1728	1042	1053	782	1104	1322	1097	1007	1182	1083	1298
gene-Y11_RS02290	NC_017564.1	521174	522193	+	1020	1069	1023	913	1126	1314	1307	1118	1876	1269	1446
gene-Y11_RS02295	NC_017564.1	522721	522966	-	246	445	450	295	486	497	404	393	682	482	545
gene-Y11_RS02300	NC_017564.1	523177	524316	-	1140	484	640	518	581	593	559	478	1223	576	587
gene-Y11_RS02305	NC_017564.1	524649	526202	+	1554	5597	6424	9916	7953	7964	8843	12928	13473	12781	12776
gene-Y11_RS02310	NC_017564.1	526195	528777	+	2583	4291	4367	7027	5620	5521	6468	8400	9856	8543	8230
gene-Y11_RS02315	NC_017564.1	529182	530201	-	1020	1957	1817	1930	2132	2402	2064	2144	3905	2332	2786
gene-Y11_RS02320	NC_017564.1	530426	531961	-	1536	4720	4593	10432	5924	6364	6870	10504	13820	10840	9470
gene-Y11_RS02330	NC_017564.1	533995	534429	-	435	1318	1361	898	1685	1620	1433	1281	1234	1618	1799
gene-Y11_RS02335	NC_017564.1	535059	537962	-	2904	2089	2520	3110	2578	2819	2444	2917	16113	3618	3232
gene-Y11_RS02340	NC_017564.1	538113	539033	-	921	871	935	1301	1108	1169	907	1334	1887	1218	1405
gene-Y11_RS02345	NC_017564.1	539289	539873	-	585	289	270	216	275	291	242	229	372	305	335
gene-Y11_RS02350	NC_017564.1	539851	541611	-	1761	230	263	218	288	333	260	217	445	303	321
gene-Y11_RS02355	NC_017564.1	541750	542484	+	735	72	95	45	91	88	74	38	121	52	116
gene-Y11_RS02360	NC_017564.1	542481	543566	+	1086	99	132	102	128	257	122	83	217	114	148
gene-Y11_RS02365	NC_017564.1	543559	546642	+	3084	569	641	389	667	855	562	454	773	657	749
gene-Y11_RS23435	NC_017564.1	546783	546941	+	159	380	450	345	522	528	435	350	488	488	513
gene-Y11_RS02375	NC_017564.1	547119	548171	+	1053	3149	3582	3797	4517	4495	4361	5217	4764	5828	6899
gene-Y11_RS02380	NC_017564.1	548272	549333	+	1062	1349	1721	2258	1999	1943	1952	2488	3010	2717	2635
gene-Y11_RS21395	NC_017564.1	549413	549526	-	114	396	401	144	459	424	318	203	238	345	452
gene-Y11_RS02385	NC_017564.1	549844	550428	-	585	300	320	206	396	390	288	220	461	319	324
gene-Y11_RS02390	NC_017564.1	550687	551808	-	1122	902	914	2079	1135	1178	1121	1803	3191	1713	1350
gene-Y11_RS02395	NC_017564.1	552072	552326	-	255	2441	2993	882	3229	3776	2576	1296	2165	2601	3576
gene-Y11_RS02400	NC_017564.1	552689	552934	-	246	2532	3722	1916	3859	4592	3183	2663	4157	3863	5802
gene-Y11_RS02405	NC_017564.1	553051	554097	-	1047	2034	2118	3375	2123	2662	2845	3226	4513	3571	3259
gene-Y11_RS02410	NC_017564.1	554324	554611	+	288	1587	1860	1303	1756	1698	1501	1512	2123	1703	2357
gene-Y11_RS02415	NC_017564.1	554681	558148	-	3468	17883	16293	33968	21460	23268	24764	34916	41855	36078	35363
gene-Y11_RS02420	NC_017564.1	558726	559685	+	960	1102	944	1417	929	1046	737	1255	1483	1151	1320
gene-Y11_RS02425	NC_017564.1	559726	560307	-	582	1464	1473	1094	1500	2234	1726	1379	938	1801	2127
gene-Y11_RS02430	NC_017564.1	560449	560979	+	531	61956	62974	94539	76050	87863	85483	89473	109172	110246	115810
gene-Y11_RS02435	NC_017564.1	560985	561152	+	168	14375	14258	21126	17124	20373	17478	19343	25136	21274	23179
gene-Y11_RS02440	NC_017564.1	561189	562223	+	1035	6370	6334	12925	7524	8435	8332	11468	12797	11390	10886
gene-Y11_RS02445	NC_017564.1	562230	563183	+	954	14372	13527	23678	18605	19060	21095	25938	24153	29334	28950
