# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS00880	NZ_CP018664.1	191220	191783	-	564	1	0	1	0	2	4	1	2	2	2	1	6	0	0	0	8	5	0
gene-AUO97_RS00890	NZ_CP018664.1	192605	193633	+	1029	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS00895	NZ_CP018664.1	193658	194173	-	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS00900	NZ_CP018664.1	194475	195878	-	1404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-AUO97_RS00910	NZ_CP018664.1	196317	197336	-	1020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
gene-AUO97_RS00915	NZ_CP018664.1	197501	198541	+	1041	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gene-AUO97_RS00920	NZ_CP018664.1	198564	199511	+	948	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-AUO97_RS00925	NZ_CP018664.1	199520	200440	+	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-AUO97_RS00930	NZ_CP018664.1	200496	202001	+	1506	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-AUO97_RS00935	NZ_CP018664.1	202071	202994	-	924	0	0	0	0	0	0	0	1	1	0	2	2	0	1	0	1	0	0
gene-AUO97_RS00940	NZ_CP018664.1	203243	204163	-	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS00945	NZ_CP018664.1	204346	205026	+	681	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
gene-AUO97_RS00950	NZ_CP018664.1	205088	205918	-	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS00955	NZ_CP018664.1	205961	206953	-	993	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
gene-AUO97_RS00960	NZ_CP018664.1	206953	207972	-	1020	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-AUO97_RS00965	NZ_CP018664.1	208211	209095	-	885	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS00970	NZ_CP018664.1	209125	209991	-	867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
gene-AUO97_RS19705	NZ_CP018664.1	210225	211553	-	1329	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0
gene-AUO97_RS19715	NZ_CP018664.1	211564	213510	-	1947	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0
gene-AUO97_RS00980	NZ_CP018664.1	213775	213851	-	77	2	1	0	0	1	14	0	7	10	15	6	3	1	0	7	2	7	1
gene-AUO97_RS00985	NZ_CP018664.1	214020	214322	-	303	513	204	327	177	285	685	192	631	699	1416	726	424	213	126	411	661	919	63
gene-AUO97_RS00990	NZ_CP018664.1	214325	216421	-	2097	2664	704	1557	746	1272	3161	874	3692	3984	7535	3631	2336	855	426	1920	3597	5195	305
gene-AUO97_RS00995	NZ_CP018664.1	216588	217157	-	570	4185	386	1283	460	917	4331	610	6965	5756	7599	4243	4983	519	319	1670	6429	5992	238
gene-AUO97_RS01000	NZ_CP018664.1	217231	218247	+	1017	492	61	192	104	121	470	168	704	567	603	245	595	86	46	177	622	463	41
gene-AUO97_RS01010	NZ_CP018664.1	220005	222113	+	2109	657	89	174	55	134	891	70	878	819	693	322	734	76	37	246	744	485	32
gene-AUO97_RS01015	NZ_CP018664.1	222176	222400	-	225	5598	548	1324	494	1151	5979	656	7207	6867	5560	3008	7297	722	215	1632	7930	4505	233
gene-AUO97_RS01020	NZ_CP018664.1	222594	223565	-	972	324	17	101	32	53	327	30	452	438	473	257	327	29	18	129	440	344	18
gene-AUO97_RS01025	NZ_CP018664.1	223699	224100	-	402	1088	188	459	193	288	1203	251	1247	1296	1403	717	1079	225	148	677	1407	1236	104
gene-AUO97_RS01030	NZ_CP018664.1	224103	226292	-	2190	1678	186	671	202	400	1989	260	1993	2168	1907	1209	1596	271	141	834	2298	1847	105
gene-AUO97_RS01035	NZ_CP018664.1	226459	229077	+	2619	3356	499	1416	391	1005	4427	473	4265	4611	3665	1979	3306	629	284	1946	4567	3019	178
gene-AUO97_RS01040	NZ_CP018664.1	229135	230064	-	930	1629	110	422	132	231	1862	150	2043	2177	1921	1318	1503	120	68	570	2018	1977	64
gene-AUO97_RS01045	NZ_CP018664.1	230166	230996	-	831	1024	65	415	114	191	1225	129	1430	1487	2197	1246	951	105	52	544	1567	1734	55
gene-AUO97_RS01050	NZ_CP018664.1	231111	231878	-	768	242	9	48	13	26	241	13	301	283	208	127	186	10	6	62	316	222	7
gene-AUO97_RS01055	NZ_CP018664.1	231981	232352	+	372	51	6	15	9	8	66	3	70	61	50	34	44	1	4	13	67	31	1
gene-AUO97_RS01060	NZ_CP018664.1	232500	232922	+	423	1203	30	328	99	121	1426	123	1293	1852	1576	1141	1052	54	40	404	1987	1645	37
gene-AUO97_RS01065	NZ_CP018664.1	233049	234197	+	1149	2132	153	361	96	281	2377	136	3821	3268	3494	1892	2602	175	66	567	3708	2645	51
gene-AUO97_RS01070	NZ_CP018664.1	234297	234842	+	546	323	39	151	107	76	357	156	378	329	323	186	347	44	27	166	386	297	37
gene-AUO97_RS01075	NZ_CP018664.1	234962	235450	+	489	622	42	163	58	92	707	85	747	677	472	332	646	44	26	195	769	506	18
gene-AUO97_RS01080	NZ_CP018664.1	235455	236588	+	1134	939	28	165	62	80	931	62	1146	1024	869	518	974	60	20	196	1196	728	15
gene-AUO97_RS01085	NZ_CP018664.1	236602	237336	+	735	568	14	85	28	41	601	29	676	664	483	315	643	31	9	115	747	439	8
gene-AUO97_RS01090	NZ_CP018664.1	237391	238779	+	1389	2891	297	700	227	448	3183	234	4167	4002	3661	1908	3248	327	196	996	4495	2582	102
gene-AUO97_RS01095	NZ_CP018664.1	238862	239503	+	642	52	1	7	2	5	69	1	52	62	48	37	37	0	1	10	66	34	1
gene-AUO97_RS01100	NZ_CP018664.1	239551	241740	-	2190	317	9	79	44	39	422	43	503	612	382	391	293	16	13	106	528	541	8
gene-AUO97_RS01105	NZ_CP018664.1	242016	242978	-	963	2143	184	1159	282	483	2322	301	1800	2147	3225	1592	1971	253	177	1613	2118	2447	112
gene-AUO97_RS01110	NZ_CP018664.1	243125	244027	-	903	817	76	212	119	207	986	134	1089	1229	791	370	865	131	67	281	1186	547	64
gene-AUO97_RS01115	NZ_CP018664.1	244041	245438	-	1398	331	19	102	36	68	361	63	432	463	435	180	323	42	24	126	430	275	19
gene-AUO97_RS01120	NZ_CP018664.1	245435	246814	-	1380	246	28	73	19	48	287	35	377	295	330	153	271	32	24	90	331	228	6
gene-AUO97_RS01125	NZ_CP018664.1	246915	247946	-	1032	195	9	59	29	30	179	38	303	183	303	117	193	14	12	69	236	179	5
gene-AUO97_RS01130	NZ_CP018664.1	248402	249781	-	1380	534	47	181	55	109	690	45	1134	1167	2725	1604	520	61	22	224	1098	2001	21
gene-AUO97_RS01135	NZ_CP018664.1	249922	251643	-	1722	1736	117	609	242	348	2076	312	3994	4197	10285	5512	1439	170	61	672	3597	6773	74
gene-AUO97_RS01140	NZ_CP018664.1	251778	252263	+	486	143	12	64	43	35	137	46	222	172	174	106	138	22	13	55	165	156	20
gene-AUO97_RS01145	NZ_CP018664.1	252335	253765	-	1431	3518	826	2334	1241	1947	4995	1367	5900	7032	11362	6824	3309	1253	536	2813	5999	8663	347
gene-AUO97_RS01150	NZ_CP018664.1	254042	255574	-	1533	9130	2175	3480	1987	3345	12189	2157	11890	13547	10675	6214	9120	2565	1420	4573	13969	8347	971
gene-AUO97_RS01155	NZ_CP018664.1	255577	256950	-	1374	11629	2585	4410	2261	3875	15219	2479	14191	16199	12013	7261	11559	2942	1533	5871	17278	10066	1100
gene-AUO97_RS01160	NZ_CP018664.1	257418	258119	+	702	646	45	281	116	127	806	145	816	1048	1058	748	572	62	56	354	994	1007	39
gene-AUO97_RS01165	NZ_CP018664.1	258238	259134	-	897	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
gene-AUO97_RS01170	NZ_CP018664.1	259254	259829	+	576	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01175	NZ_CP018664.1	259896	260990	-	1095	4835	471	1035	375	766	5545	465	3443	4222	3724	2611	3679	588	256	1489	4517	4488	208
gene-AUO97_RS01180	NZ_CP018664.1	261003	262073	-	1071	5141	170	703	248	362	4953	308	3005	3811	4131	2659	3616	190	162	959	4186	4721	110
gene-AUO97_RS01185	NZ_CP018664.1	262214	262909	+	696	285	4	52	11	20	392	16	398	434	236	170	359	9	1	39	482	225	1
gene-AUO97_RS01190	NZ_CP018664.1	263076	264092	+	1017	248	12	52	15	22	257	17	317	284	285	144	262	12	7	82	326	266	10
gene-AUO97_RS01195	NZ_CP018664.1	264148	266985	-	2838	3116	397	973	393	668	3820	396	3500	3514	2725	1636	3235	474	279	1370	3734	2289	190
gene-AUO97_RS01200	NZ_CP018664.1	267130	267768	-	639	333	24	66	37	47	320	34	388	342	256	158	345	21	31	108	371	269	13
gene-AUO97_RS01205	NZ_CP018664.1	267901	268605	-	705	182	44	91	45	75	232	61	208	220	202	118	217	37	35	164	204	152	22
gene-AUO97_RS01210	NZ_CP018664.1	268667	269965	-	1299	1450	144	431	143	331	1772	175	1986	2097	1907	1102	1479	189	93	573	2070	1505	60
gene-AUO97_RS01215	NZ_CP018664.1	270008	270619	-	612	275	20	63	21	43	341	28	350	438	304	178	296	18	11	86	374	260	9
gene-AUO97_RS01220	NZ_CP018664.1	270735	271118	-	384	174	17	102	36	53	231	56	221	321	263	166	164	32	15	102	307	209	14
gene-AUO97_RS01225	NZ_CP018664.1	271284	272747	+	1464	691	84	263	98	144	860	120	932	1085	843	491	683	114	48	349	1020	677	47
gene-AUO97_RS01230	NZ_CP018664.1	272783	273415	-	633	255	31	134	57	70	307	61	310	348	358	210	256	45	25	159	341	274	21
gene-AUO97_RS01235	NZ_CP018664.1	273519	273902	+	384	188	9	26	8	29	200	23	209	202	156	87	193	9	10	49	285	135	3
gene-AUO97_RS01240	NZ_CP018664.1	273960	276722	-	2763	2525	323	1122	290	584	3074	293	2721	3213	2279	1361	2267	384	146	1326	3194	2346	132
gene-AUO97_RS01245	NZ_CP018664.1	276845	277660	-	816	174	8	44	10	19	164	15	184	248	232	134	157	20	5	48	222	206	4
gene-AUO97_RS01250	NZ_CP018664.1	277809	279203	-	1395	1227	125	472	153	265	1492	206	1392	1594	1392	713	1133	178	128	514	1673	1167	76
gene-AUO97_RS01255	NZ_CP018664.1	279401	280282	-	882	542	144	262	105	198	605	138	497	589	472	278	508	101	72	339	532	428	66
gene-AUO97_RS01260	NZ_CP018664.1	280379	281557	+	1179	27	3	11	2	4	39	7	36	33	34	13	21	1	4	8	30	30	5
gene-AUO97_RS19315	NZ_CP018664.1	281554	281679	+	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01265	NZ_CP018664.1	281906	282316	+	411	70	5	32	9	7	92	7	98	110	184	88	78	7	8	43	105	193	4
gene-AUO97_RS01270	NZ_CP018664.1	282317	282808	+	492	78	1	30	5	12	108	3	110	129	159	67	84	3	8	47	123	179	3
gene-AUO97_RS01275	NZ_CP018664.1	282909	284165	-	1257	1937	532	1318	408	989	2802	442	3382	3265	4644	2572	2329	635	234	1668	2785	3511	160
gene-AUO97_RS01280	NZ_CP018664.1	284366	285154	+	789	541	15	107	20	51	542	14	682	602	441	277	605	31	23	153	703	437	17
gene-AUO97_RS01285	NZ_CP018664.1	285272	287509	-	2238	12826	2796	4718	1918	4074	14802	2076	22832	18734	22885	11419	15967	3089	1433	6478	19274	16356	953
gene-AUO97_RS01290	NZ_CP018664.1	287910	289613	-	1704	1703	145	610	213	415	1968	242	2335	2365	2111	999	1813	256	120	791	2398	1673	74
gene-AUO97_RS01295	NZ_CP018664.1	289786	291105	+	1320	670	52	136	46	97	807	61	1070	858	732	425	833	70	30	207	973	609	19
gene-AUO97_RS01300	NZ_CP018664.1	291205	292491	+	1287	760	46	363	110	184	1073	127	808	1220	690	580	612	88	49	424	1098	843	37
gene-AUO97_RS01305	NZ_CP018664.1	292627	293109	+	483	6501	350	1841	760	975	7323	940	8368	8838	9044	5523	7421	552	369	2539	9419	8156	304
gene-AUO97_RS01310	NZ_CP018664.1	293213	294655	+	1443	127	10	37	12	22	145	21	137	144	147	75	122	19	4	61	156	130	9
gene-AUO97_RS01315	NZ_CP018664.1	294849	295589	+	741	373	16	115	26	47	502	31	312	502	419	335	261	18	12	139	424	494	15
gene-AUO97_RS01320	NZ_CP018664.1	295589	296485	+	897	444	26	152	29	61	556	49	387	673	535	353	281	31	21	199	548	595	16
gene-AUO97_RS01325	NZ_CP018664.1	296472	297722	+	1251	644	63	321	90	141	1022	97	634	1044	859	673	492	103	44	425	964	909	44
gene-AUO97_RS01330	NZ_CP018664.1	297723	299567	+	1845	1319	243	778	199	429	2057	247	1201	2034	1646	1288	1042	353	157	1121	1938	1754	114
gene-AUO97_RS01335	NZ_CP018664.1	299545	300450	+	906	477	64	270	69	116	689	66	459	696	520	371	420	69	53	342	610	546	32
gene-AUO97_RS01345	NZ_CP018664.1	301599	302819	-	1221	599	113	394	200	230	878	202	630	977	859	665	493	177	66	522	869	906	50
gene-AUO97_RS01350	NZ_CP018664.1	303072	303773	+	702	57	3	14	5	7	70	7	62	92	93	54	61	3	3	21	88	75	0
gene-AUO97_RS01355	NZ_CP018664.1	303885	304931	+	1047	601	89	285	108	217	699	98	762	797	932	525	530	118	66	449	733	763	42
gene-AUO97_RS01360	NZ_CP018664.1	304975	306000	-	1026	278	15	87	35	59	305	21	303	344	274	135	317	23	16	113	385	184	10
gene-AUO97_RS01365	NZ_CP018664.1	306084	307292	+	1209	376	18	110	31	38	502	46	534	507	471	255	461	14	14	138	550	402	9
gene-AUO97_RS01370	NZ_CP018664.1	307259	307915	+	657	175	28	80	34	50	215	23	235	237	220	108	198	23	23	77	209	185	11
gene-AUO97_RS01375	NZ_CP018664.1	307942	309075	-	1134	2075	376	665	284	590	2669	311	2776	2650	1890	1053	2387	403	245	884	2748	1583	174
gene-AUO97_RS01380	NZ_CP018664.1	309091	310311	-	1221	2684	360	752	257	598	3109	303	3469	3186	2152	1300	2882	402	203	961	3195	1818	128
gene-AUO97_RS01385	NZ_CP018664.1	310528	311202	-	675	154	9	38	23	18	199	25	259	270	178	112	141	6	5	53	284	187	5
gene-AUO97_RS01390	NZ_CP018664.1	311214	311948	-	735	239	16	72	44	42	274	52	341	403	268	172	244	20	13	116	384	302	12
gene-AUO97_RS01395	NZ_CP018664.1	312098	313555	-	1458	6744	357	1049	453	638	6862	514	9708	8749	7988	4525	6641	481	277	1353	11012	6599	192
gene-AUO97_RS01400	NZ_CP018664.1	313772	314719	-	948	131	2	29	2	12	138	8	148	145	120	68	113	3	4	31	180	112	2
gene-AUO97_RS01405	NZ_CP018664.1	314828	315415	-	588	514	120	419	199	182	706	202	453	677	839	564	400	129	81	545	708	793	70
gene-AUO97_RS01410	NZ_CP018664.1	315509	317530	-	2022	1618	288	1113	319	589	1776	361	1107	1344	1915	1029	1442	353	262	1484	1318	1519	184
gene-AUO97_RS01415	NZ_CP018664.1	317710	318501	+	792	373	22	145	29	57	444	41	454	475	643	317	421	30	11	234	482	444	9
gene-AUO97_RS01420	NZ_CP018664.1	318670	320106	+	1437	221	13	50	13	36	248	14	284	279	242	134	211	16	5	64	238	167	7
gene-AUO97_RS01425	NZ_CP018664.1	320141	320320	-	180	120	8	35	17	21	177	25	92	112	93	66	107	11	10	47	103	70	10
gene-AUO97_RS01430	NZ_CP018664.1	320528	321757	+	1230	2911	193	492	205	297	3168	243	5138	4640	4351	2516	3210	223	154	735	5473	3475	92
gene-AUO97_RS01435	NZ_CP018664.1	321980	323941	+	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
gene-AUO97_RS01440	NZ_CP018664.1	323993	325693	-	1701	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0
gene-AUO97_RS01445	NZ_CP018664.1	326058	326468	-	411	82	3	26	5	10	96	6	92	99	103	72	72	3	1	30	131	119	0
gene-AUO97_RS01450	NZ_CP018664.1	326654	327091	+	438	118	39	126	52	75	115	69	106	139	105	57	96	36	22	101	126	90	20
gene-AUO97_RS01455	NZ_CP018664.1	327106	327534	-	429	213	119	450	423	322	241	529	147	204	184	63	234	254	126	404	164	145	97
gene-AUO97_RS19320	NZ_CP018664.1	327576	327710	-	135	90	32	106	141	71	78	147	55	65	57	28	52	75	32	110	57	55	29
gene-AUO97_RS01460	NZ_CP018664.1	327769	327844	+	76	24	6	12	7	6	23	5	18	18	20	10	16	3	4	14	12	16	7
gene-AUO97_RS01465	NZ_CP018664.1	328028	328786	-	759	543	16	151	25	63	594	34	810	776	835	401	522	28	12	187	765	648	7
gene-AUO97_RS01470	NZ_CP018664.1	329080	329724	-	645	602	33	105	34	53	532	32	800	722	537	253	617	36	21	113	756	428	17
gene-AUO97_RS01475	NZ_CP018664.1	329731	330456	-	726	874	55	150	46	62	826	38	1176	957	741	416	877	45	21	177	1092	582	13
gene-AUO97_RS01480	NZ_CP018664.1	330470	331183	-	714	654	44	99	46	52	694	40	824	691	389	257	642	25	29	138	774	378	17
gene-AUO97_RS01485	NZ_CP018664.1	331193	331393	-	201	535	30	102	40	66	587	46	615	588	354	211	527	42	25	190	624	303	20
gene-AUO97_RS01490	NZ_CP018664.1	331412	332434	-	1023	2222	185	571	167	259	2618	167	2782	2624	1646	961	2518	177	111	822	2779	1512	89
gene-AUO97_RS01495	NZ_CP018664.1	332446	333138	-	693	1032	91	189	70	103	1142	71	1308	1263	788	487	1124	80	48	266	1369	769	36
gene-AUO97_RS01500	NZ_CP018664.1	333110	333484	-	375	745	49	115	41	79	803	44	933	908	607	366	798	47	31	162	944	549	24
gene-AUO97_RS01505	NZ_CP018664.1	333508	334335	-	828	1291	113	261	81	155	1484	91	1634	1505	1138	719	1402	94	49	328	1632	1027	36
gene-AUO97_RS01510	NZ_CP018664.1	334406	336223	-	1818	3721	264	634	237	469	3947	285	4529	4217	2599	1731	3758	363	163	906	4799	2578	118
gene-AUO97_RS01515	NZ_CP018664.1	336407	336955	-	549	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01520	NZ_CP018664.1	336969	337424	-	456	135	10	41	24	23	176	20	183	205	154	100	166	13	7	58	195	128	5
gene-AUO97_RS01525	NZ_CP018664.1	337545	338921	-	1377	1257	170	939	349	486	1435	461	1391	1786	3683	1625	1011	267	210	1185	1792	2437	136
gene-AUO97_RS01530	NZ_CP018664.1	339152	340795	+	1644	742	80	221	97	155	894	116	1021	961	1063	590	775	102	64	281	1007	799	43
gene-AUO97_RS01535	NZ_CP018664.1	340849	341265	-	417	59	4	25	10	11	64	6	78	85	73	41	72	2	7	26	84	74	3
gene-AUO97_RS01540	NZ_CP018664.1	341404	342003	-	600	217	8	26	6	14	224	10	251	213	185	113	217	8	5	51	278	175	5
gene-AUO97_RS01545	NZ_CP018664.1	342013	343083	-	1071	492	21	92	42	54	538	26	625	570	424	264	523	26	17	128	604	464	12
gene-AUO97_RS01550	NZ_CP018664.1	343085	343897	-	813	181	13	58	25	24	201	26	205	228	126	101	206	16	5	64	200	168	1
gene-AUO97_RS01555	NZ_CP018664.1	344161	345168	+	1008	479	90	449	130	181	359	191	370	131	159	75	451	90	63	505	178	130	56
gene-AUO97_RS01560	NZ_CP018664.1	345199	345807	+	609	269	36	142	47	61	258	56	237	89	97	26	285	23	27	184	99	73	17
gene-AUO97_RS01565	NZ_CP018664.1	345888	346721	+	834	215	13	47	15	20	330	17	209	103	96	34	239	11	5	67	94	96	6
gene-AUO97_RS01570	NZ_CP018664.1	346718	347602	+	885	170	13	55	9	22	319	19	206	90	104	55	234	10	15	61	128	97	4
gene-AUO97_RS01575	NZ_CP018664.1	347614	348675	+	1062	338	22	103	40	66	535	46	416	314	267	137	418	29	18	141	313	236	11
gene-AUO97_RS01580	NZ_CP018664.1	348747	349670	+	924	431	24	137	42	66	545	35	525	526	550	262	515	40	16	161	538	395	22
gene-AUO97_RS01585	NZ_CP018664.1	349762	350490	-	729	7798	5219	10447	6009	6993	11760	7359	6295	10832	12623	8391	6396	6005	4259	11993	10225	11650	3116
gene-AUO97_RS01590	NZ_CP018664.1	350785	351606	+	822	3279	205	778	292	413	3413	419	4760	4442	3651	2235	3462	272	202	1039	4865	3291	156
gene-AUO97_RS01595	NZ_CP018664.1	351685	352395	+	711	1402	47	242	57	133	1600	89	1976	1642	949	603	1540	68	35	294	1776	839	32
gene-AUO97_RS01600	NZ_CP018664.1	352436	353107	+	672	3861	210	1278	486	647	4710	541	4843	5413	4232	3046	3648	427	227	1648	5645	4154	152
gene-AUO97_RS01605	NZ_CP018664.1	353121	353537	+	417	5724	364	2547	909	1210	7518	1138	6701	8598	7972	5912	5130	676	430	3417	8848	8024	304
gene-AUO97_RS01610	NZ_CP018664.1	353628	354314	+	687	248	17	79	47	48	268	54	325	376	318	179	252	47	28	106	351	279	18
gene-AUO97_RS01615	NZ_CP018664.1	354332	354793	+	462	482	46	206	121	114	575	134	658	757	769	444	464	93	58	287	762	641	41
gene-AUO97_RS01620	NZ_CP018664.1	354919	355488	+	570	129	14	45	10	22	131	19	157	181	172	92	132	8	11	43	143	138	11
gene-AUO97_RS01625	NZ_CP018664.1	355559	356149	-	591	204	12	40	18	35	188	31	225	253	165	112	210	16	12	54	247	154	7
gene-AUO97_RS01630	NZ_CP018664.1	356259	357059	+	801	465	131	494	172	270	552	230	476	523	448	273	415	176	127	655	505	378	97
gene-AUO97_RS01635	NZ_CP018664.1	357056	357373	-	318	151	24	98	52	57	211	55	174	260	197	100	136	27	14	93	182	175	21
gene-AUO97_RS19875	NZ_CP018664.1	357442	357567	-	126	71	13	44	28	27	89	30	91	132	120	45	79	11	2	42	107	97	8
gene-AUO97_RS01645	NZ_CP018664.1	358056	358865	+	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01650	NZ_CP018664.1	358849	360939	+	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01655	NZ_CP018664.1	360933	362585	+	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
gene-AUO97_RS01665	NZ_CP018664.1	363505	364437	+	933	26	5	14	4	5	38	5	28	38	31	9	26	10	2	28	21	25	2
gene-AUO97_RS01675	NZ_CP018664.1	365168	366754	+	1587	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
gene-AUO97_RS01695	NZ_CP018664.1	367877	368296	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene-AUO97_RS01700	NZ_CP018664.1	368468	368806	+	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01705	NZ_CP018664.1	369080	370228	+	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01710	NZ_CP018664.1	370237	371502	+	1266	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
gene-AUO97_RS01715	NZ_CP018664.1	371506	373623	+	2118	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01720	NZ_CP018664.1	373827	375182	-	1356	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
gene-AUO97_RS01725	NZ_CP018664.1	375201	376325	-	1125	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
gene-AUO97_RS01730	NZ_CP018664.1	376377	377600	-	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01735	NZ_CP018664.1	377645	379852	-	2208	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
gene-AUO97_RS01740	NZ_CP018664.1	380075	380836	+	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01745	NZ_CP018664.1	381001	381720	+	720	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
gene-AUO97_RS01760	NZ_CP018664.1	382754	383380	-	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01765	NZ_CP018664.1	383462	384622	-	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01770	NZ_CP018664.1	384632	385972	-	1341	2	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01775	NZ_CP018664.1	385986	387605	-	1620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01780	NZ_CP018664.1	387617	390832	-	3216	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene-AUO97_RS19930	NZ_CP018664.1	390845	394081	-	3237	1	0	1	0	0	1	1	3	1	1	2	1	0	0	0	1	0	0
gene-AUO97_RS01790	NZ_CP018664.1	394085	396589	-	2505	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
gene-AUO97_RS01795	NZ_CP018664.1	396603	397394	-	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01800	NZ_CP018664.1	397431	398060	-	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01805	NZ_CP018664.1	398152	399327	-	1176	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0
gene-AUO97_RS01810	NZ_CP018664.1	399704	400630	+	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01825	NZ_CP018664.1	402350	402925	+	576	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS01835	NZ_CP018664.1	404201	408034	-	3834	8686	1009	1669	659	1593	11216	720	11627	11402	6918	4254	9594	1101	496	2362	12810	5693	380
gene-AUO97_RS01840	NZ_CP018664.1	408344	409684	+	1341	1047	104	418	107	222	1294	105	1508	1650	1084	651	959	115	52	534	1482	1063	54
